step,time,euler_value,rk4_value,exact_value,euler_absolute_error,rk4_absolute_error,step_size,warning
0,0.000000000000,100.000000000000,100.000000000000,100.000000000000,0.000000000000,0.000000000000,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
1,0.500000000000,82.500000000000,83.945834960938,83.945702076921,1.445702076921,0.000132884017,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
2,1.000000000000,68.062500000000,70.469032072890,70.468808971871,2.406308971871,0.000223101018,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
3,1.500000000000,56.151562500000,59.155817362478,59.155536436682,3.003973936682,0.000280925796,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
4,2.000000000000,46.325039062500,49.658844812899,49.658530379141,3.333491316641,0.000314433758,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
5,2.500000000000,38.218157226562,41.686531910145,41.686201967851,3.468044741288,0.000329942294,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
6,3.000000000000,31.529979711914,34.994107278229,34.993774911116,3.463795199201,0.000332367113,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
7,3.500000000000,26.012233262329,29.376095541835,29.375770032353,3.363536770024,0.000325509482,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
8,4.000000000000,21.460092441422,24.660008681516,24.659696394161,3.199603952739,0.000312287356,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
9,4.500000000000,17.704576264173,20.701050189138,20.700755268115,2.996179003943,0.000294921023,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
10,5.000000000000,14.606275417943,17.377669426955,17.377394345045,2.771118927102,0.000275081911,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
11,5.500000000000,12.050177219803,14.587829697209,14.587575685623,2.537398465820,0.000254011586,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
12,6.000000000000,9.941396206337,12.245875442002,12.245642825298,2.304246618961,0.000232616703,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
13,6.500000000000,8.201651870228,10.279902388065,10.279690843529,2.078038973301,0.000211544536,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
14,7.000000000000,6.766362792938,8.629549892830,8.629358649937,1.862995856999,0.000191242893,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
15,7.500000000000,5.582249304174,7.244147710907,7.243975703425,1.661726399251,0.000172007482,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
16,8.000000000000,4.605355675944,6.081160281725,6.081006262522,1.475650586578,0.000154019203,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
17,8.500000000000,3.799418432653,5.104880773807,5.104743400415,1.305324967762,0.000137373391,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
18,9.000000000000,3.134520206939,4.285334789332,4.285212686704,1.150692479765,0.000122102628,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
19,9.500000000000,2.585979170725,3.597360069777,3.597251875343,1.011272704618,0.000108194434,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
20,10.000000000000,2.133432815848,3.019833947125,3.019738342232,0.886305526384,0.000095604893,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
21,10.500000000000,1.760082073075,2.535024821348,2.534940552272,0.774858479198,0.000084269076,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
22,11.000000000000,1.452067710286,2.128047752748,2.127973643838,0.675905933551,0.000074108910,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
23,11.500000000000,1.197955860986,1.786407454412,1.786342415331,0.588386554345,0.000065039080,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
24,12.000000000000,0.988313585314,1.499614653410,1.499557682048,0.511244096734,0.000056971362,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
25,12.500000000000,0.815358707884,1.258864042002,1.258814224243,0.443455516360,0.000049817758,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
26,13.000000000000,0.672670934004,1.056763931081,1.056720438385,0.384049504381,0.000043492696,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
27,13.500000000000,0.554953520553,0.887109305512,0.887071390993,0.332117870439,0.000037914519,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
28,14.000000000000,0.457836654457,0.744691313528,0.744658307092,0.286821652636,0.000033006436,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
29,14.500000000000,0.377715239927,0.625137341023,0.625108643963,0.247393404036,0.000028697060,0.500000000000,Runge-Kutta estimates depend on rate function step size smoothness stiffness and benchmark comparison.
