step,time,analytical_state,euler_state,absolute_error,rate
0,0.0,20.0,20.0,0.0,4.0
1,0.1,20.39210560847677,20.4,0.007894391523230126,3.84
2,0.2,20.76883653613364,20.784,0.015163463866358029,3.686400000000001
3,0.30000000000000004,21.130795632828423,21.152639999999998,0.021844367171574675,3.5389440000000008
4,0.4,21.478562110337887,21.5065344,0.02797228966211307,3.3973862399999994
5,0.5,21.81269246922018,21.846273024,0.03358055477981736,3.2614907904
6,0.6000000000000001,22.133721389334468,22.17242210304,0.03870071370553063,3.1310311587839994
7,0.7000000000000001,22.442162585442745,22.485525218918397,0.0433626334756525,3.0057899124326415
8,0.8,22.738509629263092,22.78610421016166,0.047594580898568495,2.885558315935336
9,0.9,23.02323673928969,23.074660041755195,0.05142330246550486,2.770135983297921
10,1.0,23.296799539643608,23.351673640084986,0.05487410044137775,2.6593305439660053
11,1.1,23.55963578916859,23.617606694481587,0.057970905312998866,2.552957322207364
12,1.2000000000000002,23.812166081938592,23.872902426702325,0.060736344763732575,2.45083902931907
13,1.3,24.054794520298056,24.11798632963423,0.06319180933617474,2.3528054681463075
14,1.4000000000000001,24.28790936151185,24.353266876448863,0.0653575149370127,2.2586932494204532
15,1.5,24.511883639059736,24.57913620139091,0.0672525623311735,2.168345519443635
16,1.6,24.727075759569516,24.795970753335272,0.06889499376575614,2.08161169866589
17,1.7000000000000002,24.933830076344105,25.00413192320186,0.07030184685775609,1.9983472307192542
18,1.8,25.132477440400283,25.203966646273788,0.0714892058735046,1.918413341490485
19,1.9000000000000001,25.323335729900908,25.395807980422838,0.07247225052192974,1.841676807830865
20,2.0,25.506710358827785,25.579975661205925,0.07326530237813955,1.76800973551763
