scenario,model_type,time,analytical_state,euler_state,absolute_error,rate_at_euler_state,growth_rate,carrying_capacity,initial_state,method,warning
exponential_growth,separable_dx_dt_equals_r_x,0.0,10.0,10.0,0.0,2.5,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,0.1,10.253151205244288,10.25,0.0031512052442881355,2.5625,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,0.2,10.512710963760242,10.50625,0.006460963760241967,2.6265625,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,0.30000000000000004,10.778841508846316,10.768906249999999,0.009935258846317296,2.6922265624999997,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,0.4,11.051709180756477,11.038128906249998,0.013580274506479029,2.7595322265624995,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,0.5,11.331484530668263,11.314082128906248,0.017402401762014463,2.828520532226562,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,0.6000000000000001,11.61834242728283,11.596934182128905,0.02140824515392481,2.8992335455322262,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,0.7000000000000001,11.91246216612358,11.886857536682127,0.02560462944145314,2.971714384170532,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,0.8,12.214027581601698,12.18402897509918,0.0299986065025184,3.046007243774795,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,0.9,12.523227161918644,12.48862969947666,0.034597462441984916,3.122157424869165,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,1.0,12.840254166877415,12.800845441963576,0.039408724913839066,3.200211360490894,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,1.1,13.165306748676215,13.120866578012665,0.04444017066355066,3.280216644503166,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,1.2000000000000002,13.498588075760033,13.448888242462981,0.0496998332970513,3.3622220606157454,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,1.3,13.840306459807515,13.785110448524556,0.055196011282959034,3.446277612131139,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,1.4000000000000001,14.190675485932573,14.12973820973767,0.06093727619490252,3.5324345524344176,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,1.5,14.549914146182012,14.482981664981113,0.06693248120089912,3.620745416245278,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,1.6,14.918246976412703,14.84505620660564,0.07319076980706285,3.71126405165141,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,1.7000000000000002,15.295904196633787,15.216182611770781,0.07972158486300529,3.8040456529426954,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,1.8,15.683121854901689,15.59658717706505,0.08653467783663871,3.8991467942662625,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,1.9000000000000001,16.080141974857828,15.986501856491676,0.09364011836615127,3.996625464122919,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,2.0,16.487212707001284,16.38616440290397,0.10104830409731491,4.096541100725992,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,2.1,16.904588483790914,16.795818512976567,0.1087699708143468,4.198954628244142,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,2.2,17.332530178673952,17.21571397580098,0.11681620287297179,4.303928493950245,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,2.3000000000000003,17.771305269140385,17.646106825196004,0.12519844394438095,4.411526706299001,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,2.4000000000000004,18.22118800390509,18.087259495825904,0.13392850807918677,4.521814873956476,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,2.5,18.682459574322223,18.539440983221553,0.14301859110067028,4.634860245805388,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,2.6,19.15540829013896,19.002927007802093,0.15248128233686842,4.750731751950523,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,2.7,19.640329759698474,19.478000182997146,0.1623295767013282,4.8695000457492865,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,2.8000000000000003,20.137527074704767,19.964950187572075,0.17257688713269204,4.991237546893019,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,2.9000000000000004,20.647310999664867,20.464073942261376,0.18323705740349183,5.116018485565344,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,3.0,21.170000166126748,20.97567579081791,0.19432437530883817,5.243918947704477,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,3.1,21.705921271834427,21.50006768558836,0.20585358624606798,5.37501692139709,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,3.2,22.255409284924678,22.03756937772807,0.21783990719660906,5.509392344432017,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,3.3000000000000003,22.818807653293042,22.58850861217127,0.23029904112177135,5.647127153042818,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,3.4000000000000004,23.396468519259912,23.153221327475553,0.24324719178435927,5.788305331868888,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,3.5,23.98875293967098,23.73205186066244,0.2567010790085398,5.93301296516561,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,3.6,24.5960311115695,24.325353157179002,0.27067795439049647,6.0813382892947505,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,3.7,25.218682603581478,24.933486986108477,0.2851956174730006,6.233371746527119,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,3.8000000000000003,25.857096593158463,25.556824160761188,0.30027243239727497,6.389206040190297,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,3.9000000000000004,26.51167210982607,26.19574476478022,0.31592734504584996,6.548936191195055,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,4.0,27.18281828459045,26.850638383899724,0.33217990069072556,6.712659595974931,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,4.1000000000000005,27.87095460565851,27.52190434349722,0.34905026216129187,6.880476085874305,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,4.2,28.576511180631638,28.20995195208465,0.3665592285469863,7.052487988021163,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,separable_dx_dt_equals_r_x,4.3,29.299929005337013,28.91520075088677,0.38472825445024483,7.228800187721692,0.25,,10.0,analytical_vs_explicit_euler,Exponential growth assumes no capacity constraint.
