"scenario","model_type","time","analytical_state","euler_state","absolute_error","rate_at_euler_state","growth_rate","carrying_capacity","initial_state","method"
"exponential_growth","exponential",0,10,10,0,2.5,0.25,NA,10,"analytical_vs_explicit_euler"
"exponential_growth","exponential",0.1,10.2531512052443,10.25,0.00315120524428814,2.5625,0.25,NA,10,"analytical_vs_explicit_euler"
"exponential_growth","exponential",0.2,10.5127109637602,10.50625,0.00646096376024197,2.6265625,0.25,NA,10,"analytical_vs_explicit_euler"
"exponential_growth","exponential",0.3,10.7788415088463,10.76890625,0.0099352588463173,2.6922265625,0.25,NA,10,"analytical_vs_explicit_euler"
"exponential_growth","exponential",0.4,11.0517091807565,11.03812890625,0.013580274506479,2.7595322265625,0.25,NA,10,"analytical_vs_explicit_euler"
"exponential_growth","exponential",0.5,11.3314845306683,11.3140821289062,0.0174024017620145,2.82852053222656,0.25,NA,10,"analytical_vs_explicit_euler"
"exponential_growth","exponential",0.6,11.6183424272828,11.5969341821289,0.0214082451539248,2.89923354553223,0.25,NA,10,"analytical_vs_explicit_euler"
"exponential_growth","exponential",0.7,11.9124621661236,11.8868575366821,0.0256046294414531,2.97171438417053,0.25,NA,10,"analytical_vs_explicit_euler"
"exponential_growth","exponential",0.8,12.2140275816017,12.1840289750992,0.0299986065025184,3.0460072437748,0.25,NA,10,"analytical_vs_explicit_euler"
"exponential_growth","exponential",0.9,12.5232271619186,12.4886296994767,0.0345974624419849,3.12215742486916,0.25,NA,10,"analytical_vs_explicit_euler"
"exponential_growth","exponential",1,12.8402541668774,12.8008454419636,0.0394087249138391,3.20021136049089,0.25,NA,10,"analytical_vs_explicit_euler"
"exponential_growth","exponential",1.1,13.1653067486762,13.1208665780127,0.0444401706635507,3.28021664450317,0.25,NA,10,"analytical_vs_explicit_euler"
"exponential_growth","exponential",1.2,13.49858807576,13.448888242463,0.0496998332970513,3.36222206061575,0.25,NA,10,"analytical_vs_explicit_euler"
"exponential_growth","exponential",1.3,13.8403064598075,13.7851104485246,0.055196011282959,3.44627761213114,0.25,NA,10,"analytical_vs_explicit_euler"
"exponential_growth","exponential",1.4,14.1906754859326,14.1297382097377,0.0609372761949025,3.53243455243442,0.25,NA,10,"analytical_vs_explicit_euler"
"exponential_growth","exponential",1.5,14.549914146182,14.4829816649811,0.0669324812008991,3.62074541624528,0.25,NA,10,"analytical_vs_explicit_euler"
"exponential_growth","exponential",1.6,14.9182469764127,14.8450562066056,0.0731907698070628,3.71126405165141,0.25,NA,10,"analytical_vs_explicit_euler"
"exponential_growth","exponential",1.7,15.2959041966338,15.2161826117708,0.0797215848630053,3.8040456529427,0.25,NA,10,"analytical_vs_explicit_euler"
"exponential_growth","exponential",1.8,15.6831218549017,15.596587177065,0.0865346778366387,3.89914679426626,0.25,NA,10,"analytical_vs_explicit_euler"
"exponential_growth","exponential",1.9,16.0801419748578,15.9865018564917,0.0936401183661513,3.99662546412292,0.25,NA,10,"analytical_vs_explicit_euler"
