"step","time","center_value","total_mass","max_value","min_value","stability_ratio","warning"
0,0,1,1,1,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
1,0.25,0.95,1,0.95,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
2,0.5,0.90375,1,0.90375,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
3,0.75,0.8609375,1,0.8609375,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
4,1,0.82127734375,1,0.82127734375,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
5,1.25,0.7845092578125,1,0.7845092578125,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
6,1.5,0.750395616210937,1,0.750395616210937,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
7,1.75,0.718719409716797,1,0.718719409716797,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
8,2,0.689282400791931,1,0.689282400791931,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
9,2.25,0.661903446980972,1,0.661903446980972,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
10,2.5,0.636416977159191,1,0.636416977159191,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
11,2.75,0.612671606499737,1,0.612671606499737,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
12,3,0.590528877345272,1,0.590528877345272,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
13,3.25,0.569862114365619,1,0.569862114365619,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
14,3.5,0.550555383467032,1,0.550555383467032,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
15,3.75,0.532502544900662,1,0.532502544900662,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
16,4,0.515606391907473,1,0.515606391907473,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
17,4.25,0.499777867042926,1,0.499777867042926,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
18,4.5,0.484935349055164,1,0.484935349055164,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
19,4.75,0.471004003852296,1,0.471004003852296,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
20,5,0.457915193694212,1,0.457915193694212,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
21,5.25,0.445605939288012,1,0.445605939288012,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
22,5.5,0.434018429958849,1,0.434018429958849,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
23,5.75,0.423099577514702,1,0.423099577514702,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
24,6,0.41280060982847,1,0.41280060982847,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
25,6.25,0.403076700527908,1,0.403076700527908,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
26,6.5,0.393886631516792,1,0.393886631516792,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
27,6.75,0.385192485352497,1,0.385192485352497,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
28,7,0.376959364778926,1,0.376959364778926,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
29,7.25,0.369155136961928,1,0.369155136961928,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
30,7.5,0.361750200199536,1,0.361750200199536,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
31,7.75,0.354717271083583,1,0.354717271083583,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
32,8,0.348031190274543,1,0.348031190274543,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
33,8.25,0.341668745219572,1,0.341668745219572,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
34,8.5,0.335608508296229,1,0.335608508296229,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
35,8.75,0.329830689002827,1,0.329830689002827,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
36,9,0.324316998941929,1,0.324316998941929,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
37,9.25,0.3190505284576,1,0.3190505284576,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
38,9.5,0.314015633890467,1,0.314015633890467,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
39,9.75,0.30919783450866,1,0.30919783450866,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
40,10,0.304583718257989,1,0.304583718257989,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
41,10.25,0.300160855552207,1,0.300160855552207,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
42,10.5,0.295917720394564,1,0.295917720394564,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
43,10.75,0.29184361818576,1,0.29184361818576,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
44,11,0.287928619631441,1,0.287928619631441,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
45,11.25,0.284163500215161,1,0.284163500215161,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
46,11.5,0.280539684750594,1,0.280539684750594,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
47,11.75,0.277049196570368,1,0.277049196570368,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
48,12,0.273684610948449,1,0.273684610948449,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
49,12.25,0.270439012388974,1,0.270439012388974,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
50,12.5,0.267305955447128,1,0.267305955447128,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
51,12.75,0.264279428777414,1,0.264279428777414,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
52,13,0.261353822131668,1,0.261353822131668,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
53,13.25,0.258523896053792,1,0.258523896053792,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
54,13.5,0.255784754040506,1,0.255784754040506,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
55,13.75,0.253131816957821,1,0.253131816957821,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
56,14,0.250560799521378,1,0.250560799521378,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
57,14.25,0.248067688665714,1,0.248067688665714,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
58,14.5,0.245648723642804,1,0.245648723642804,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
59,14.75,0.243300377704192,1,0.243300377704192,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
60,15,0.241019341233768,1,0.241019341233768,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
61,15.25,0.238802506209758,1,0.238802506209758,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
62,15.5,0.236646951885102,1,0.236646951885102,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
63,15.75,0.234549931584943,1,0.234549931584943,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
64,16,0.23250886052872,1,0.23250886052872,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
65,16.25,0.230521304592337,1,0.230521304592337,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
66,16.5,0.228584969933125,1,0.228584969933125,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
67,16.75,0.226697693406948,1,0.226697693406948,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
68,17,0.224857433712848,1,0.224857433712848,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
69,17.25,0.223062263206114,1,0.223062263206114,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
70,17.5,0.221310360325708,1,0.221310360325708,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
71,17.75,0.219600002586527,1,0.219600002586527,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
72,18,0.217929560091207,1,0.217929560091207,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
73,18.25,0.216297489519957,1,0.216297489519957,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
74,18.5,0.214702328560401,1,0.214702328560401,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
75,18.75,0.213142690742608,1,0.213142690742608,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
76,19,0.21161726064737,1,0.21161726064737,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
77,19.25,0.210124789458452,1,0.210124789458452,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
78,19.5,0.208664090831978,1,0.208664090831978,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
79,19.75,0.207234037058306,1,0.207234037058306,0,0.025,"Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results."
