step,time,center_value,total_mass,max_value,min_value,stability_ratio,warning
0,0.0,1.0,1.0,1.0,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
1,0.25,0.95,1.0,0.95,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
2,0.5,0.9037499999999999,0.9999999999999999,0.9037499999999999,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
3,0.75,0.8609374999999999,0.9999999999999999,0.8609374999999999,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
4,1.0,0.8212773437499999,0.9999999999999999,0.8212773437499999,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
5,1.25,0.7845092578124999,0.9999999999999999,0.7845092578124999,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
6,1.5,0.7503956162109374,0.9999999999999999,0.7503956162109374,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
7,1.75,0.7187194097167968,0.9999999999999999,0.7187194097167968,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
8,2.0,0.6892824007919311,1.0,0.6892824007919311,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
9,2.25,0.6619034469809723,0.9999999999999999,0.6619034469809723,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
10,2.5,0.6364169771591908,1.0,0.6364169771591908,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
11,2.75,0.6126716064997368,1.0,0.6126716064997368,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
12,3.0,0.5905288773452717,0.9999999999999999,0.5905288773452717,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
13,3.25,0.569862114365619,1.0,0.569862114365619,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
14,3.5,0.5505553834670319,1.0,0.5505553834670319,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
15,3.75,0.5325025449006621,1.0,0.5325025449006621,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
16,4.0,0.5156063919074729,1.0,0.5156063919074729,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
17,4.25,0.499777867042926,1.0,0.499777867042926,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
18,4.5,0.48493534905516406,1.0,0.48493534905516406,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
19,4.75,0.47100400385229557,1.0,0.47100400385229557,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
20,5.0,0.4579151936942123,1.0,0.4579151936942123,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
21,5.25,0.44560593928801184,1.0,0.44560593928801184,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
22,5.5,0.4340184299588487,1.0,0.4340184299588487,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
23,5.75,0.42309957751470206,1.0,0.42309957751470206,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
24,6.0,0.41280060982846994,1.0,0.41280060982846994,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
25,6.25,0.40307670052790845,1.0,0.40307670052790845,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
26,6.5,0.39388663151679193,1.0,0.39388663151679193,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
27,6.75,0.3851924853524969,1.0,0.3851924853524969,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
28,7.0,0.37695936477892567,1.0,0.37695936477892567,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
29,7.25,0.3691551369619277,1.0,0.3691551369619277,0.0,0.025,Explicit diffusion schemes require stability checks; boundary and grid assumptions shape results.
