growth_rate,carrying_capacity,loss,mean_absolute_residual,max_absolute_residual,warning
0.220000,85.000000,2413.000660684252,15.148894483469,27.832964556280,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.220000,95.000000,1990.566277030261,13.879038321756,25.076997317353,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.220000,105.000000,1652.049980051012,12.746975861436,22.846114607715,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.220000,115.000000,1379.879647190754,11.730393626741,20.843747254515,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.220000,125.000000,1160.715901029679,10.811754589925,19.036494740412,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.260000,85.000000,1189.195147268608,10.617751454799,19.409653036859,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.260000,95.000000,789.501750545064,8.800342205868,15.765144380850,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.260000,105.000000,506.781010010559,7.145878849938,12.485447823859,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.260000,115.000000,318.621915705157,5.631272639596,10.754507199993,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.260000,125.000000,207.372922260589,4.237970269771,9.201058271130,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.300000,85.000000,453.487156351222,6.405086944752,12.656361077544,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.300000,95.000000,164.910026289940,4.008633136477,7.248551082662,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.300000,105.000000,39.191349369473,1.834209213038,4.103587548996,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.300000,115.000000,49.821640606376,1.916341215838,6.162096281040,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.300000,125.000000,175.124414424888,2.955576252048,11.913248092645,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.340000,85.000000,110.718911244749,2.686579287358,7.765541385423,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.340000,95.000000,1.827391794203,0.375924458795,1.025409730975,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.340000,105.000000,112.640454144503,3.121705497922,7.268815317582,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.340000,115.000000,414.230087240611,5.748777742505,14.462188903274,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.340000,125.000000,882.214695903346,8.234732371291,21.451915359122,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.380000,85.000000,51.727251536708,2.286355229928,4.384308106895,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.380000,95.000000,163.673928948120,4.177593123466,7.038911052560,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.380000,105.000000,558.034007065838,7.493958016091,12.596343155134,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.380000,115.000000,1205.244084688908,10.655060107863,20.417454839017,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.380000,125.000000,2079.844999217722,13.676272889453,28.375893851403,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.420000,85.000000,183.412064455825,4.170399395990,8.910793195232,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.420000,95.000000,534.088154930772,7.524751065179,12.844931038729,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.420000,105.000000,1230.697312653052,11.323592828808,18.448261190843,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.420000,115.000000,2244.350641210825,14.973664745166,25.356038385090,Calibration fit does not prove model validity validation and sensitivity review remain required.
0.420000,125.000000,3549.811448748788,18.488995187770,33.138796952114,Calibration fit does not prove model validity validation and sensitivity review remain required.
