growth_rate,carrying_capacity,loss,mean_absolute_residual,max_absolute_residual,warning
0.34,95.0,1.827391794203483,0.3759244587946335,1.0254097309748218,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.3,105.0,39.19134936947341,1.8342092130375762,4.103587548995954,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.3,115.0,49.82164060637601,1.91634121583843,6.162096281040448,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.38,85.0,51.727251536707904,2.2863552299283767,4.38430810689475,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.34,85.0,110.718911244749,2.68657928735778,7.765541385422864,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.34,105.0,112.64045414450295,3.121705497922044,7.268815317581939,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.38,95.0,163.67392894812042,4.17759312346601,7.038911052559683,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.3,95.0,164.91002628993976,4.0086331364766306,7.248551082662431,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.3,125.0,175.1244144248878,2.9555762520480937,11.91324809264502,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.42,85.0,183.4120644558252,4.170399395989665,8.910793195231577,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.26,125.0,207.3729222605888,4.23797026977145,9.201058271130044,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.26,115.0,318.6219157051571,5.631272639596491,10.754507199993107,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.34,115.0,414.23008724061077,5.748777742504706,14.462188903273784,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.3,85.0,453.4871563512216,6.4050869447516545,12.656361077544076,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.26,105.0,506.78101001055893,7.145878849938048,12.48544782385919,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.42,95.0,534.0881549307712,7.524751065179186,12.84493103872893,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.38,105.0,558.0340070658378,7.493958016091254,12.596343155133638,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.26,95.0,789.5017505450636,8.800342205867585,15.765144380849826,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.34,125.0,882.2146959033452,8.23473237129131,21.451915359121983,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.22,125.0,1160.715901029679,10.811754589925314,19.036494740411847,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.26,85.0,1189.195147268608,10.61775145479929,19.409653036858728,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.38,115.0,1205.2440846889083,10.655060107862534,20.417454839016614,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.42,105.0,1230.6973126530518,11.32359282880807,18.448261190842643,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.22,115.0,1379.8796471907528,11.730393626740703,20.84374725451513,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.22,105.0,1652.0499800510117,12.746975861435871,22.846114607715144,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.22,95.0,1990.5662770302615,13.879038321756315,25.07699731735294,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.38,125.0,2079.8449992177216,13.676272889452905,28.375893851402594,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.42,115.0,2244.3506412108254,14.973664745166356,25.356038385089605,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.22,85.0,2413.0006606842517,15.148894483469263,27.832964556279762,Calibration fit does not prove model validity; validation and sensitivity review remain required.
0.42,125.0,3549.8114487487883,18.488995187770314,33.13879695211358,Calibration fit does not prove model validity; validation and sensitivity review remain required.
