step,time,current_state,delayed_state,derivative_value,target,absolute_gap,warning
0,0.0,80.0,80.0,4.0,100.0,20.0,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
1,0.1,80.4,80.0,4.0,100.0,19.599999999999994,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
2,0.2,80.80000000000001,80.0,4.0,100.0,19.19999999999999,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
3,0.30000000000000004,81.20000000000002,80.0,4.0,100.0,18.799999999999983,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
4,0.4,81.60000000000002,80.0,4.0,100.0,18.399999999999977,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
5,0.5,82.00000000000003,80.0,4.0,100.0,17.99999999999997,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
6,0.6000000000000001,82.40000000000003,80.0,4.0,100.0,17.599999999999966,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
7,0.7000000000000001,82.80000000000004,80.0,4.0,100.0,17.19999999999996,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
8,0.8,83.20000000000005,80.0,4.0,100.0,16.799999999999955,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
9,0.9,83.60000000000005,80.0,4.0,100.0,16.39999999999995,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
10,1.0,84.00000000000006,80.0,4.0,100.0,15.999999999999943,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
11,1.1,84.40000000000006,80.0,4.0,100.0,15.599999999999937,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
12,1.2000000000000002,84.80000000000007,80.0,4.0,100.0,15.199999999999932,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
13,1.3,85.20000000000007,80.0,4.0,100.0,14.799999999999926,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
14,1.4000000000000001,85.60000000000008,80.0,4.0,100.0,14.39999999999992,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
15,1.5,86.00000000000009,80.0,4.0,100.0,13.999999999999915,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
16,1.6,86.40000000000009,80.0,4.0,100.0,13.599999999999909,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
17,1.7000000000000002,86.8000000000001,80.0,4.0,100.0,13.199999999999903,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
18,1.8,87.2000000000001,80.0,4.0,100.0,12.799999999999898,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
19,1.9000000000000001,87.60000000000011,80.0,4.0,100.0,12.399999999999892,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
20,2.0,88.00000000000011,80.0,4.0,100.0,11.999999999999886,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
21,2.1,88.40000000000012,80.0,4.0,100.0,11.59999999999988,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
22,2.2,88.80000000000013,80.0,4.0,100.0,11.199999999999875,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
23,2.3000000000000003,89.20000000000013,80.0,4.0,100.0,10.79999999999987,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
24,2.4000000000000004,89.60000000000014,80.0,4.0,100.0,10.399999999999864,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
25,2.5,90.00000000000014,80.0,4.0,100.0,9.999999999999858,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
26,2.6,90.40000000000015,80.0,4.0,100.0,9.599999999999852,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
27,2.7,90.80000000000015,80.0,4.0,100.0,9.199999999999847,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
28,2.8000000000000003,91.20000000000016,80.0,4.0,100.0,8.79999999999984,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
29,2.9000000000000004,91.60000000000016,80.0,4.0,100.0,8.399999999999835,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
30,3.0,92.00000000000017,80.0,4.0,100.0,7.9999999999998295,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
31,3.1,92.40000000000018,80.0,4.0,100.0,7.599999999999824,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
32,3.2,92.80000000000018,80.0,4.0,100.0,7.199999999999818,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
33,3.3000000000000003,93.20000000000019,80.0,4.0,100.0,6.799999999999812,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
34,3.4000000000000004,93.6000000000002,80.0,4.0,100.0,6.399999999999807,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
35,3.5,94.0000000000002,80.0,4.0,100.0,5.999999999999801,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
36,3.6,94.4000000000002,80.0,4.0,100.0,5.599999999999795,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
37,3.7,94.80000000000021,80.0,4.0,100.0,5.19999999999979,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
38,3.8000000000000003,95.20000000000022,80.0,4.0,100.0,4.799999999999784,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
39,3.9000000000000004,95.60000000000022,80.0,4.0,100.0,4.399999999999778,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
40,4.0,96.00000000000023,80.0,4.0,100.0,3.9999999999997726,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
41,4.1000000000000005,96.40000000000023,80.0,4.0,100.0,3.599999999999767,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
42,4.2,96.80000000000024,80.0,4.0,100.0,3.1999999999997613,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
43,4.3,97.20000000000024,80.0,4.0,100.0,2.7999999999997556,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
44,4.4,97.60000000000025,80.0,4.0,100.0,2.39999999999975,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
45,4.5,98.00000000000026,80.0,4.0,100.0,1.9999999999997442,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
46,4.6000000000000005,98.40000000000026,80.0,4.0,100.0,1.5999999999997385,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
47,4.7,98.80000000000027,80.0,4.0,100.0,1.1999999999997328,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
48,4.800000000000001,99.20000000000027,80.0,4.0,100.0,0.7999999999997272,"Delayed adjustment depends on delay length, history function, time step, and feedback strength."
