    step time current_state delayed_state derivative_value target absolute_gap
1      0  0.0      80.00000      80.00000     4.000000e+00    100 2.000000e+01
2      1  0.1      80.40000      80.00000     4.000000e+00    100 1.960000e+01
3      2  0.2      80.80000      80.00000     4.000000e+00    100 1.920000e+01
4      3  0.3      81.20000      80.00000     4.000000e+00    100 1.880000e+01
5      4  0.4      81.60000      80.00000     4.000000e+00    100 1.840000e+01
6      5  0.5      82.00000      80.00000     4.000000e+00    100 1.800000e+01
7      6  0.6      82.40000      80.00000     4.000000e+00    100 1.760000e+01
8      7  0.7      82.80000      80.00000     4.000000e+00    100 1.720000e+01
9      8  0.8      83.20000      80.00000     4.000000e+00    100 1.680000e+01
10     9  0.9      83.60000      80.00000     4.000000e+00    100 1.640000e+01
11    10  1.0      84.00000      80.00000     4.000000e+00    100 1.600000e+01
12    11  1.1      84.40000      80.00000     4.000000e+00    100 1.560000e+01
13    12  1.2      84.80000      80.00000     4.000000e+00    100 1.520000e+01
14    13  1.3      85.20000      80.00000     4.000000e+00    100 1.480000e+01
15    14  1.4      85.60000      80.00000     4.000000e+00    100 1.440000e+01
16    15  1.5      86.00000      80.00000     4.000000e+00    100 1.400000e+01
17    16  1.6      86.40000      80.00000     4.000000e+00    100 1.360000e+01
18    17  1.7      86.80000      80.00000     4.000000e+00    100 1.320000e+01
19    18  1.8      87.20000      80.00000     4.000000e+00    100 1.280000e+01
20    19  1.9      87.60000      80.00000     4.000000e+00    100 1.240000e+01
21    20  2.0      88.00000      80.00000     4.000000e+00    100 1.200000e+01
22    21  2.1      88.40000      80.00000     4.000000e+00    100 1.160000e+01
23    22  2.2      88.80000      80.00000     4.000000e+00    100 1.120000e+01
24    23  2.3      89.20000      80.00000     4.000000e+00    100 1.080000e+01
25    24  2.4      89.60000      80.00000     4.000000e+00    100 1.040000e+01
26    25  2.5      90.00000      80.00000     4.000000e+00    100 1.000000e+01
27    26  2.6      90.40000      80.00000     4.000000e+00    100 9.600000e+00
28    27  2.7      90.80000      80.00000     4.000000e+00    100 9.200000e+00
29    28  2.8      91.20000      80.00000     4.000000e+00    100 8.800000e+00
30    29  2.9      91.60000      80.00000     4.000000e+00    100 8.400000e+00
