step,time,euler_value,exact_value,absolute_error,step_size,stability_multiplier,stability_status,warning
0,0.000000000000,100.000000000000,100.000000000000,0.000000000000,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
1,0.100000000000,96.500000000000,96.560541625757,0.060541625757,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
2,0.200000000000,93.122500000000,93.239381990595,0.116881990595,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
3,0.300000000000,89.863212500000,90.032452258627,0.169239758627,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
4,0.400000000000,86.718000062500,86.935823539881,0.217823477381,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
5,0.500000000000,83.682870060312,83.945702076921,0.262832016608,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
6,0.600000000000,80.753969608202,81.058424597019,0.304454988817,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
7,0.700000000000,77.927580671914,78.270453824187,0.342873152272,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
8,0.800000000000,75.200115348397,75.578374145573,0.378258797175,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
9,0.900000000000,72.568111311204,72.978887426906,0.410776115702,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
10,1.000000000000,70.028227415311,70.468808971871,0.440581556560,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
11,1.100000000000,67.577239455776,68.045063620459,0.467824164683,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
12,1.200000000000,65.212036074823,65.704681981506,0.492645906682,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
13,1.300000000000,62.929614812205,63.444796794823,0.515181982618,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
14,1.400000000000,60.727078293777,61.262639418442,0.535561124664,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
15,1.500000000000,58.601630553495,59.155536436682,0.553905883186,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
16,1.600000000000,56.550573484123,57.120906384881,0.570332900759,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
17,1.700000000000,54.571303412179,55.156256586783,0.584953174604,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
18,1.800000000000,52.661307792752,53.259180100690,0.597872307937,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
19,1.900000000000,50.818162020006,51.427352770663,0.609190750657,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
20,2.000000000000,49.039526349306,49.658530379141,0.619004029835,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
21,2.100000000000,47.323142927080,47.950545897489,0.627402970409,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
22,2.200000000000,45.666832924632,46.301306831123,0.634473906491,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
23,2.300000000000,44.068493772270,44.708792655936,0.640298883665,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
24,2.400000000000,42.526096490241,43.171052342908,0.644955852667,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
25,2.500000000000,41.037683113082,41.686201967851,0.648518854769,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
26,2.600000000000,39.601364204124,40.252422403364,0.651058199239,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
27,2.700000000000,38.215316456980,38.867957090175,0.652640633195,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
28,2.800000000000,36.877780380986,37.531109885140,0.653329504154,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
29,2.900000000000,35.587058067651,36.240242983249,0.653184915598,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
30,3.000000000000,34.341511035283,34.993774911116,0.652263875832,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
31,3.100000000000,33.139558149049,33.790178589471,0.650620440423,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
32,3.200000000000,31.979673613832,32.627979462304,0.648305848472,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
33,3.300000000000,30.860385037348,31.505753690341,0.645368652994,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
34,3.400000000000,29.780271561041,30.422126406670,0.641854845630,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
35,3.500000000000,28.737962056404,29.375770032353,0.637807975949,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
36,3.600000000000,27.732133384430,28.365402649977,0.633269265547,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
37,3.700000000000,26.761508715975,27.389786433145,0.628277717170,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
38,3.800000000000,25.824855910916,26.447726129982,0.622870219067,0.100000000000,0.965000000000,stable_for_simple_decay,Euler estimates depend on time step rate function initial condition stability and accumulated error.
