"step","time","euler_value","exact_value","absolute_error","step_size","stability_multiplier","stability_status","warning"
0,0,100,100,0,1,0.65,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
1,1,65,70.4688089718713,5.46880897187134,1,0.65,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
2,2,42.25,49.658530379141,7.40853037914096,1,0.65,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
3,3,27.4625,34.9937749111155,7.53127491111555,1,0.65,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
4,4,17.850625,24.6596963941606,6.80907139416065,1,0.65,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
5,5,11.60290625,17.3773943450445,5.77448809504451,1,0.65,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
6,6,7.5418890625,12.2456428252982,4.70375376279819,1,0.65,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
7,7,4.902227890625,8.62935864993705,3.72713075931205,1,0.65,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
8,8,3.18644812890625,6.0810062625218,2.89455813361555,1,0.65,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
9,9,2.07119128378906,4.28521268670402,2.21402140291496,1,0.65,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
10,10,1.34627433446289,3.01973834223185,1.67346400776896,1,0.65,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
11,11,0.875078317400879,2.12797364383772,1.25289532643684,1,0.65,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
12,12,0.568800906310572,1.49955768204777,0.9307567757372,1,0.65,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
13,13,0.369720589101872,1.05672043838527,0.686999849283394,1,0.65,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
14,14,0.240318382916217,0.744658307092434,0.504339924176218,1,0.65,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
15,15,0.156206948895541,0.524751839918138,0.368544891022598,1,0.65,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
16,16,0.101534516782101,0.369786371648293,0.268251854866192,1,0.65,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
17,17,0.065997435908366,0.26058405184085,0.194586615932484,1,0.65,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
18,18,0.0428983333404379,0.183630477702891,0.140732144362453,1,0.65,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
19,19,0.0278839166712846,0.129402210546585,0.1015182938753,1,0.65,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
20,20,0.018124545836335,0.0911881965554516,0.0730636507191166,1,0.65,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
0,0,100,100,0,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
1,0.5,82.5,83.9457020769207,1.44570207692074,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
2,1,68.0625,70.4688089718713,2.40630897187134,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
3,1.5,56.1515625,59.1555364366815,3.00397393668151,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
4,2,46.3250390625,49.658530379141,3.33349131664096,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
5,2.5,38.2181572265625,41.6862019678508,3.46804474128835,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
6,3,31.5299797119141,34.9937749111155,3.46379519920148,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
7,3.5,26.0122332623291,29.3757700323533,3.36353677002419,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
8,4,21.4600924414215,24.6596963941606,3.19960395273914,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
9,4.5,17.7045762641727,20.7007552681153,2.99617900394252,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
10,5,14.6062754179425,17.3773943450445,2.771118927102,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
11,5.5,12.0501772198026,14.5875756856227,2.53739846582017,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
12,6,9.94139620633712,12.2456428252982,2.30424661896107,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
13,6.5,8.20165187022813,10.2796908435286,2.07803897330051,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
14,7,6.76636279293821,8.62935864993705,1.86299585699885,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
15,7.5,5.58224930417402,7.24397570342515,1.66172639925113,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
16,8,4.60535567594357,6.0810062625218,1.47565058657823,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
17,8.5,3.79941843265344,5.10474340041544,1.305324967762,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
18,9,3.13452020693909,4.28521268670402,1.15069247976493,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
19,9.5,2.58597917072475,3.59725187534297,1.01127270461822,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
20,10,2.13343281584792,3.01973834223185,0.886305526383932,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
21,10.5,1.76008207307453,2.53494055227249,0.774858479197962,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
22,11,1.45206771028649,2.12797364383772,0.675905933551228,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
23,11.5,1.19795586098635,1.7863424153314,0.588386554345051,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
24,12,0.988313585313742,1.49955768204777,0.51124409673403,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
25,12.5,0.815358707883837,1.2588142242434,0.443455516359563,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
26,13,0.672670934004166,1.05672043838527,0.3840495043811,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
27,13.5,0.554953520553437,0.887071390992826,0.332117870439389,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
28,14,0.457836654456585,0.744658307092434,0.286821652635849,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
29,14.5,0.377715239926683,0.625108643962857,0.247393404036174,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
30,15,0.311615072939513,0.524751839918138,0.213136766978625,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
31,15.5,0.257082435175099,0.440506616180841,0.183424181005742,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
32,16,0.212093009019456,0.369786371648293,0.157693362628837,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
33,16.5,0.174976732441051,0.310419765864931,0.13544303342388,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
34,17,0.144355804263867,0.26058405184085,0.116228247576983,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
35,17.5,0.119093538517691,0.218749111818289,0.0996555733005979,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
36,18,0.0982521692770948,0.183630477702891,0.0853783084257959,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
37,18.5,0.0810580396536032,0.154149893734895,0.0730918540812918,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
38,19,0.0668728827142226,0.129402210546585,0.0625293278323623,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
39,19.5,0.0551701282392337,0.108627594146386,0.0534574659071522,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
40,20,0.0455153557973678,0.0911881965554516,0.0456728407580838,0.5,0.825,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
0,0,100,100,0,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
1,0.25,91.25,91.6218871650878,0.37188716508777,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
2,0.5,83.265625,83.9457020769207,0.680077076920739,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
3,0.75,75.9798828125,76.9126364368571,0.932753624357062,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
4,1,69.3316430664062,70.4688089718713,1.1371659054651,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
5,1.25,63.2651242980957,64.5648526427892,1.29972834469351,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
6,1.5,57.7294259220123,59.1555364366815,1.42611051466918,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
7,1.75,52.6781011538362,54.1994188459187,1.52131769208247,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
8,2,48.0687673028756,49.658530379141,1.58976307626538,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
9,2.25,43.862750163874,45.4980826718174,1.63533250794339,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
10,2.5,40.024759524535,41.6862019678508,1.66144244331585,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
11,2.75,36.5225930661382,38.1936849303949,1.67109186425672,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
12,3,33.3268661728511,34.9937749111155,1.66690873826445,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
13,3.25,30.4107653827266,32.0619569638671,1.65119158114045,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
14,3.5,27.749823411738,29.3757700323533,1.62594662061525,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
15,3.75,25.321713863211,26.9146348729184,1.59292100970742,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
16,4,23.10606390018,24.6596963941606,1.55363249398064,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
17,4.25,21.0842833089143,22.5936792055111,1.50939589659683,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
18,4.5,19.2394085193843,20.7007552681153,1.46134674873101,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
19,4.75,17.5559602739381,18.9664226340735,1.41046236013539,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
20,5,16.0198137499685,17.3773943450445,1.35758059507597,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
21,5.25,14.6180800468463,15.921496639049,1.30341659220273,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
22,5.5,13.3389980427472,14.5875756856227,1.24857764287549,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
23,5.75,12.1718357140069,13.365412134803,1.19357642079618,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
24,6,11.1068000890313,12.2456428252982,1.13884273626693,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
25,6.25,10.134955081241,11.2196890520344,1.08473397079334,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
26,6.5,9.24814651163244,10.2796908435286,1.0315443318962,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
27,6.75,8.4389336918646,9.41844674557767,0.979513053713067,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
28,7,7.70052699382645,8.62935864993705,0.928831656110605,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
29,7.25,7.02673088186663,7.90638124531607,0.879650363449434,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
30,7.5,6.4118919297033,7.24397570342515,0.832083773721841,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
31,7.75,5.85085138585427,6.63706724525856,0.786215859404295,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
32,8,5.33890188959202,6.0810062625218,0.74210437292978,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
33,8.25,4.87174797425272,5.57153269634964,0.699784722096926,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
34,8.5,4.4454700265056,5.10474340041544,0.659273373909838,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
35,8.75,4.05649139918636,4.6770622383959,0.620570839209535,0.25,0.9125,"stable_for_simple_decay","Euler estimates depend on time step, rate function, initial condition, stability, and accumulated error."
