run_id,initial_stock,growth_rate,carrying_capacity,extraction_rate,shock_intensity,projected_stock,below_threshold
1,82.23082877532615,0.042000860417813354,111.00117273476476,0.10232107381488227,0.05891769713312099,18.96667721,True
2,82.82719179876658,0.11137436541638762,103.47755330517664,0.12219218196852705,0.0023837775550456276,37.98608637,True
3,75.49820759685765,0.08042842304826898,101.06143878735455,0.09988376506866485,0.051990755022361855,24.06298048,True
4,80.71906368965146,0.057635249763255736,123.57062735503635,0.16094304566778267,0.0005199007742448813,21.12148751,True
5,84.89310802932492,0.09585115159905813,113.61002066071967,0.09554794998117816,0.0765770457765425,24.21926393,True
6,77.38551272180203,0.04741966747041183,103.86865507333856,0.16474943663474598,0.04829808250935129,10.37790396,True
7,84.91405237239009,0.09837854293550542,121.44912365818803,0.17731157639793704,0.030282750176668278,17.71078705,True
8,80.83265010037164,0.10635237314023957,124.74079009456985,0.1661706900310777,0.046188171620540966,17.40997831,True
9,83.27314937943878,0.04366595069245298,109.11593102606187,0.10893879636021071,0.0063833581538902,31.18531115,True
10,75.72465418177649,0.04808011435277833,111.11894412440368,0.14356844442644,0.02918657431760674,16.30556802,True
11,77.92289547387013,0.05676056246171901,110.67911288196453,0.1736654587712494,0.05184283081972749,9.84250299,True
12,81.74609609067181,0.05369109185584776,129.16507191801398,0.09634024937619284,0.030356435340611825,30.07029792,True
13,87.83237361018553,0.09119998078832742,122.27798975098585,0.14846142509898747,0.06742815361518477,15.85764501,True
14,84.41599858473992,0.058323845757128345,101.28400975616151,0.11154530480590819,0.02141927007805622,27.88670165,True
15,75.37572549738123,0.11543277714680433,135.05470505890676,0.1114677880798478,0.052435093223590405,29.14835845,True
16,78.33011041697063,0.11316380717924346,118.35407410349595,0.10648801664980524,0.019730200615518678,39.07603416,True
17,80.98189014661041,0.06101932868183482,123.38343960894161,0.1697822883602477,0.03195204041123178,14.03777965,True
18,75.50913214651654,0.11980300851960882,120.38105174705858,0.08909094121737939,0.0037693100339787657,52.37904994,False
19,73.75438608561055,0.0901956833362472,131.68317457451857,0.12221599667996841,0.00508221649215657,34.54440931,True
20,78.10590858410458,0.11968971041920773,121.16457380396548,0.1771078377613618,0.06886237617875984,13.09733782,True
21,72.18369635108512,0.09765774554881557,127.26841476106299,0.13369703304087951,0.021346015196203424,27.08284573,True
22,82.25538877727693,0.04892417388767011,117.3906100267642,0.12537237063292064,0.07630527420168641,12.85212026,True
