step,time,state,rate
0,0.0,10.0,3.5
1,0.1,10.35,3.6224999999999996
2,0.2,10.71225,3.7492874999999994
3,0.30000000000000004,11.08717875,3.8805125624999994
4,0.4,11.47523000625,4.0163305021874995
5,0.5,11.87686305646875,4.156902069764063
6,0.6000000000000001,12.292553263445155,4.3023936422058044
7,0.7000000000000001,12.722792627665736,4.452977419683007
8,0.8,13.168090369634037,4.608831629371912
9,0.9,13.628973532571228,4.77014073639993
10,1.0,14.10598760621122,4.937095662173927
11,1.1,14.599697172428613,5.109894010350014
12,1.2000000000000002,15.110686573463614,5.288740300712265
13,1.3,15.63956060353484,5.473846211237193
14,1.4000000000000001,16.186945224658558,5.665430828630495
15,1.5,16.753488307521607,5.863720907632562
16,1.6,17.339860398284863,6.068951139399702
17,1.7000000000000002,17.946755512224833,6.281364429278691
18,1.8,18.5748919551527,6.501212184303445
19,1.9000000000000001,19.225013173583047,6.728754610754066
20,2.0,19.897888634658454,6.964261022130459
