step,time,state,rate
0,0.0,10.0,3.15
1,0.1,10.315,3.2378527125
2,0.2,10.638785271249999,3.3274317127703186
3,0.30000000000000004,10.971528442527031,3.4187244276063318
4,0.4,11.313400885287665,3.5117146712813856
5,0.5,11.664572352415803,3.60638245476893
6,0.6000000000000001,12.025210597892697,3.702703794529595
7,0.7000000000000001,12.395480977345656,3.8006505217618964
8,0.8,12.775546029521845,3.900190093099136
9,0.9,13.165565038831758,4.001285403820133
10,1.0,13.565693579213772,4.103894604726893
11,1.1,13.976083039686461,4.207970923927521
12,1.2000000000000002,14.396880132079213,4.313462494846624
13,1.3,14.828226381563875,4.420312191867183
14,1.4000000000000001,15.270257600750593,4.528457475086223
15,1.5,15.723103348259215,4.6378302457405844
16,1.6,16.186886372833275,4.748356713927091
17,1.7000000000000002,16.661722044225982,4.8599572803024325
18,1.8,17.147717772256225,4.972546433500347
19,1.9000000000000001,17.64497241560626,5.086032665045921
20,2.0,18.153575682110855,5.200318403577356
