"step","time","solver_value","exact_value","absolute_error","solver_method","step_size","warning"
0,0,100,100,0,"fixed_step_rk4",1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
1,1,70.4729427083333,70.4688089718713,0.00413373646199489,"fixed_step_rk4",1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
2,2,49.6643565397203,49.658530379141,0.00582616057937457,"fixed_step_rk4",1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
3,3,34.9999335306995,34.9937749111155,0.0061586195839638,"fixed_step_rk4",1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
4,4,24.6654831050446,24.6596963941606,0.00578671088396732,"fixed_step_rk4",1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
5,5,17.3824917773517,17.3773943450445,0.00509743230721682,"fixed_step_rk4",1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
6,6,12.2499534715338,12.2456428252982,0.00431064623564481,"fixed_step_rk4",1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
7,7,8.63290269179153,8.62935864993705,0.00354404185447876,"fixed_step_rk4",1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
8,8,6.08386056805241,6.0810062625218,0.00285430553061516,"fixed_step_rk4",1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
9,9,4.28747557257846,4.28521268670402,0.00226288587444134,"fixed_step_rk4",1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
10,10,3.021510203897,3.01973834223185,0.00177186166515453,"fixed_step_rk4",1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
11,11,2.12934715491878,2.12797364383772,0.0013735110810642,"fixed_step_rk4",1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
12,12,1.50061360054744,1.49955768204777,0.00105591849966746,"fixed_step_rk4",1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
13,13,1.05752656298725,1.05672043838527,0.000806124601989255,"fixed_step_rk4",1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
14,14,0.745270088859415,0.744658307092434,0.00061178176698029,"fixed_step_rk4",1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
15,15,0.52521376274424,0.524751839918138,0.000461922826101802,"fixed_step_rk4",1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
16,16,0.37013359411503,0.369786371648293,0.000347222466737018,"fixed_step_rk4",1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
17,17,0.26084403572498,0.26058405184085,0.000259983884130233,"fixed_step_rk4",1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
18,18,0.18382446785457,0.183630477702891,0.000193990151679202,"fixed_step_rk4",1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
19,19,0.12954651191505,0.129402210546585,0.000144301368464772,"fixed_step_rk4",1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
20,20,0.0912952391225372,0.0911881965554516,0.000107042567085547,"fixed_step_rk4",1,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
0,0,100,100,0,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
1,0.5,83.9458349609375,83.9457020769207,0.000132884016764478,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
2,1,70.4690320728896,70.4688089718713,0.000223101018235639,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
3,1.5,59.155817362478,59.1555364366815,0.000280925796488418,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
4,2,49.6588448128994,49.658530379141,0.000314433758433097,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
5,2.5,41.6865319101446,41.6862019678508,0.000329942293753049,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
6,3,34.9941072782285,34.9937749111155,0.000332367112982013,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
7,3.5,29.3760955418351,29.3757700323533,0.000325509481850617,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
8,4,24.6600086815162,24.6596963941606,0.000312287355598073,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
9,4.5,20.7010501891385,20.7007552681153,0.000294921023222372,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
10,5,17.377669426955,17.3773943450445,0.000275081910523056,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
11,5.5,14.587829697209,14.5875756856227,0.000254011586228842,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
12,6,12.2458754420017,12.2456428252982,0.000232616703478072,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
13,6.5,10.2799023880647,10.2796908435286,0.00021154453606087,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
14,7,8.62954989283027,8.62935864993705,0.000191242893212262,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
15,7.5,7.24414771090705,7.24397570342515,0.000172007481908487,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
16,8,6.08116028172457,6.0810062625218,0.00015401920277025,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
17,8.5,5.10488077380659,5.10474340041544,0.000137373391146056,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
18,9,4.28533478933231,4.28521268670402,0.000122102628288268,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
19,9.5,3.59736006977654,3.59725187534297,0.00010819443357013,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
20,10,3.01983394712528,3.01973834223185,9.56048934277476e-05,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
21,10.5,2.53502482134815,2.53494055227249,8.42690756557296e-05,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
22,11,2.12804775274772,2.12797364383772,7.41089100011472e-05,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
23,11.5,1.78640745441154,1.7863424153314,6.50390801344436e-05,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
24,12,1.4996146534102,1.49955768204777,5.69713624243295e-05,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
25,12.5,1.25886404200176,1.2588142242434,4.98177583583281e-05,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
26,13,1.05676393108138,1.05672043838527,4.34926961172533e-05,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
27,13.5,0.887109305512293,0.887071390992826,3.79145194671082e-05,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
28,14,0.744691313528468,0.744658307092434,3.30064360338778e-05,"fixed_step_rk4",0.5,"ODE solver outputs depend on equation, initial condition, method, tolerances, step size, stiffness, and diagnostics."
