"model","parameter_mu","equilibrium","derivative_value","stability","branch_status","warning"
"saddle_node_normal_form",-2,NA,NA,"no_real_equilibrium","equilibrium_absent","For mu below zero, the saddle-node normal form has no real equilibrium."
"saddle_node_normal_form",-1.9,NA,NA,"no_real_equilibrium","equilibrium_absent","For mu below zero, the saddle-node normal form has no real equilibrium."
"saddle_node_normal_form",-1.8,NA,NA,"no_real_equilibrium","equilibrium_absent","For mu below zero, the saddle-node normal form has no real equilibrium."
"saddle_node_normal_form",-1.7,NA,NA,"no_real_equilibrium","equilibrium_absent","For mu below zero, the saddle-node normal form has no real equilibrium."
"saddle_node_normal_form",-1.6,NA,NA,"no_real_equilibrium","equilibrium_absent","For mu below zero, the saddle-node normal form has no real equilibrium."
"saddle_node_normal_form",-1.5,NA,NA,"no_real_equilibrium","equilibrium_absent","For mu below zero, the saddle-node normal form has no real equilibrium."
"saddle_node_normal_form",-1.4,NA,NA,"no_real_equilibrium","equilibrium_absent","For mu below zero, the saddle-node normal form has no real equilibrium."
"saddle_node_normal_form",-1.3,NA,NA,"no_real_equilibrium","equilibrium_absent","For mu below zero, the saddle-node normal form has no real equilibrium."
"saddle_node_normal_form",-1.2,NA,NA,"no_real_equilibrium","equilibrium_absent","For mu below zero, the saddle-node normal form has no real equilibrium."
"saddle_node_normal_form",-1.1,NA,NA,"no_real_equilibrium","equilibrium_absent","For mu below zero, the saddle-node normal form has no real equilibrium."
"saddle_node_normal_form",-1,NA,NA,"no_real_equilibrium","equilibrium_absent","For mu below zero, the saddle-node normal form has no real equilibrium."
"saddle_node_normal_form",-0.9,NA,NA,"no_real_equilibrium","equilibrium_absent","For mu below zero, the saddle-node normal form has no real equilibrium."
"saddle_node_normal_form",-0.8,NA,NA,"no_real_equilibrium","equilibrium_absent","For mu below zero, the saddle-node normal form has no real equilibrium."
"saddle_node_normal_form",-0.7,NA,NA,"no_real_equilibrium","equilibrium_absent","For mu below zero, the saddle-node normal form has no real equilibrium."
"saddle_node_normal_form",-0.6,NA,NA,"no_real_equilibrium","equilibrium_absent","For mu below zero, the saddle-node normal form has no real equilibrium."
"saddle_node_normal_form",-0.5,NA,NA,"no_real_equilibrium","equilibrium_absent","For mu below zero, the saddle-node normal form has no real equilibrium."
"saddle_node_normal_form",-0.4,NA,NA,"no_real_equilibrium","equilibrium_absent","For mu below zero, the saddle-node normal form has no real equilibrium."
"saddle_node_normal_form",-0.3,NA,NA,"no_real_equilibrium","equilibrium_absent","For mu below zero, the saddle-node normal form has no real equilibrium."
"saddle_node_normal_form",-0.2,NA,NA,"no_real_equilibrium","equilibrium_absent","For mu below zero, the saddle-node normal form has no real equilibrium."
"saddle_node_normal_form",-0.0999999999999999,NA,NA,"no_real_equilibrium","equilibrium_absent","For mu below zero, the saddle-node normal form has no real equilibrium."
"saddle_node_normal_form",0,0,0,"inconclusive_at_critical_value","critical_branch","Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
"saddle_node_normal_form",0.1,-0.316227766016838,0.632455532033676,"locally_unstable","equilibrium_present","Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
"saddle_node_normal_form",0.1,0.316227766016838,-0.632455532033676,"locally_stable","equilibrium_present","Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
"saddle_node_normal_form",0.2,-0.447213595499958,0.894427190999916,"locally_unstable","equilibrium_present","Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
"saddle_node_normal_form",0.2,0.447213595499958,-0.894427190999916,"locally_stable","equilibrium_present","Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
"saddle_node_normal_form",0.3,-0.547722557505166,1.09544511501033,"locally_unstable","equilibrium_present","Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
"saddle_node_normal_form",0.3,0.547722557505166,-1.09544511501033,"locally_stable","equilibrium_present","Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
"saddle_node_normal_form",0.4,-0.632455532033676,1.26491106406735,"locally_unstable","equilibrium_present","Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
"saddle_node_normal_form",0.4,0.632455532033676,-1.26491106406735,"locally_stable","equilibrium_present","Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
"saddle_node_normal_form",0.5,-0.707106781186548,1.4142135623731,"locally_unstable","equilibrium_present","Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
"saddle_node_normal_form",0.5,0.707106781186548,-1.4142135623731,"locally_stable","equilibrium_present","Bifurcation interpretation depends on model form, parameter meaning, and domain validity."
