step,time,position,velocity,acceleration,forcing
0,0.0,1.0,0.0,-1.0,0.0
1,0.02,0.9996,-0.02,-0.9916,0.0
2,0.04,0.99880336,-0.039832000000000006,-0.9828705600000001,0.0
3,0.06,0.9976135717760001,-0.05948941120000001,-0.9738178072960001,0.0
4,0.08,0.9960342564290817,-0.07896576734592001,-0.9644479494907137,0.0
5,0.1,0.994069161902367,-0.09825472633573429,-0.9547672713680734,0.0
6,0.12,0.9917221604671052,-0.11735007176309575,-0.9447821317618669,0.0
7,0.14,0.9889972461791385,-0.1362457143983331,-0.9344989604198053,0.0
8,0.16,0.985898532307004,-0.1549356936067292,-0.9239242548643123,0.0
9,0.18,0.9824302487329236,-0.17341417870401546,-0.9130645772513174,0.0
10,0.2,0.9785967393279428,-0.1916754702490418,-0.9019265512283261,0.0
11,0.22,0.9744024593024706,-0.2097140012736083,-0.8905168587930272,0.0
12,0.24,0.9698519725334812,-0.22752433844946884,-0.8788422371536937,0.0
13,0.26,0.9649499488696304,-0.2451011831925427,-0.8669094755926132,0.0
14,0.28,0.9597011614155425,-0.262439372704395,-0.8547254123337845,0.0
15,0.3,0.9541104837965211,-0.2795338809510707,-0.8422969314160929,0.0
16,0.32,0.9481828874049333,-0.2963798195793925,-0.8296309595731762,0.0
17,0.34,0.9419234386295161,-0.31297243877085607,-0.8167344631211737,0.0
18,0.36,0.9353372960688505,-0.32930712803327955,-0.8036144448555387,0.0
19,0.38,0.9284297077302427,-0.3453794169303903,-0.7902779409580866,0.0
20,0.4,0.9212060082152517,-0.36118497574955205,-0.7767320179154309,0.0
21,0.42,0.9136716158930944,-0.37671961610786064,-0.7629837694499502,0.0
22,0.44,0.9058320300631573,-0.39197929149685967,-0.7490403134644134,0.0
23,0.46,0.8976928281078344,-0.40696009776614794,-0.7349087890013751,0.0
24,0.48,0.8892596626369108,-0.42165827354617547,-0.7205963532184406,0.0
25,0.5,0.8805382586246999,-0.4360702006105443,-0.7061101783804822,0.0
26,0.52,0.8715344105411369,-0.4501924041781539,-0.6914574488698753,0.0
27,0.54,0.8622539794780258,-0.46402155315555144,-0.6766453582158053,0.0
28,0.56,0.8527028902716285,-0.47755446031986754,-0.6616811061436815,0.0
29,0.58,0.8428871286227737,-0.4907880824427412,-0.6465718956456772,0.0
30,0.6,0.8328127382156606,-0.5037195203556547,-0.6313249300733987,0.0
31,0.62,0.8224858178365182,-0.5163460189571227,-0.6159474102536691,0.0
32,0.64,0.8119125184932743,-0.5286649671621961,-0.6004465316283958,0.0
33,0.66,0.801099040537379,-0.540673897794764,-0.5848294814194734,0.0
34,0.68,0.7900516307889159,-0.5523704874231535,-0.5691034358196545,0.0
35,0.7000000000000001,0.778776579666125,-0.5637525561395467,-0.5532755572103063,0.0
36,0.72,0.7672802183204499,-0.5748180672837528,-0.5373529914069488,0.0
37,0.74,0.7555689157782121,-0.5855651271118918,-0.5213428649334553,0.0
38,0.76,0.7436490760900009,-0.5959919844105609,-0.5052522823257765,0.0
39,0.78,0.7315271354888593,-0.6060970300570764,-0.4890883234660287,0.0
40,0.8,0.7192095595583313,-0.615878796526397,-0.4728580409477725,0.0
41,0.8200000000000001,0.7067028404114243,-0.6253359573453524,-0.4565684574732833,0.0
42,0.84,0.6940134938815279,-0.6344673264948181,-0.44022656328360066,0.0
43,0.86,0.6811480567263181,-0.6432718577604901,-0.423839313622122,0.0
44,0.88,0.6681130838456594,-0.6517486440329325,-0.40741362623248634,0.0
45,0.9,0.6549151455145077,-0.6598969165575823,-0.3909563788914748,0.0
46,0.92,0.6415608246317994,-0.6677160441354119,-0.3744744069776347,0.0
47,0.9400000000000001,0.6280567139863001,-0.6752055322749646,-0.3579745010763143,0.0
48,0.96,0.6144094135403704,-0.6823650222964909,-0.341463404621774,0.0
49,0.98,0.6006255277325918,-0.6891942903889263,-0.3249478115770213,0.0
50,1.0,0.5867116628001825,-0.6956932466204667,-0.3084343641519958,0.0
