"index","time","rate","left_cumulative","trapezoid_cumulative","true_cumulative","trapezoid_absolute_error","step_size"
0,0,2,0,0,0,0,0.1
1,0.1,2.10983341664683,0.2,0.205491670832341,0.205495834721974,4.16388963286884e-06,0.1
2,0.2,2.21866933079506,0.410983341664683,0.421916808204436,0.421933422158758,1.66139543225641e-05,0.1
3,0.3,2.32552020666134,0.632850274744189,0.649126285077256,0.649163510874394,3.72257971381629e-05,0.1
4,0.4,2.42941834230865,0.865402295410323,0.886873212525755,0.886939005997115,6.57934713595987e-05,0.1
5,0.5,2.5294255386042,1.10834412964119,1.1348154065714,1.13491743810963,0.000102031538229186,0.1
6,0.6,2.62464247339504,1.36128668350161,1.39251880717136,1.39266438509032,0.000145577918962081,0.1
7,0.7,2.71421768723769,1.62375093084111,1.659461815203,1.65965781271551,0.000195997512515422,0.1
8,0.8,2.79735609089952,1.89517269956488,1.93504050410986,1.93529329065283,0.000252786542977779,0.1
9,0.9,2.87332690962748,2.17490830865483,2.21857465413621,2.21889003172934,0.000315377593128829,0.1
10,1,2.9414709848079,2.46224099961758,2.50931454885798,2.50969769413186,0.000383145273883834,0.1
11,1.1,3.00120736006144,2.75638809809837,2.80644846610144,2.80690387857442,0.00045541247298031,0.1
12,1.2,3.05203908596723,3.05650883410452,3.10911078840288,3.10964224552333,0.000531457120451329,0.1
13,1.3,3.09355818541719,3.36171274270124,3.4163906519721,3.41700117137541,0.000610519403315912,0.1
14,1.4,3.12544972998846,3.67106856124296,3.72734104774238,3.72803285709976,0.000691809357380002,0.1
15,1.5,3.14749498660405,3.9836135342418,4.04098828357201,4.0417627983323,0.000774514760292,0.1
16,1.6,3.1595736030415,4.29836303290221,4.35634171305428,4.35719952230129,0.000857809247005292,0.1
17,1.7,3.16166481045247,4.61432039320636,4.67240363372898,4.67334449429552,0.000940860566542412,0.1
18,1.8,3.1538476308782,4.93048687425161,4.98817925579552,4.98920209469309,0.00102283889757171,0.1
19,1.9,3.13630008768741,5.24587163733943,5.3026866417238,5.3037895668635,0.00110292513970833,0.1
20,2,3.10929742682568,5.55950164610817,5.61496651744945,5.61614683654714,0.00118031909769201,0.1
21,2.1,3.07320936664887,5.87043138879074,5.92409185712318,5.92534610459986,0.00125424747667946,0.1
22,2.2,3.02849640381959,6.17775232545562,6.2291771456466,6.23050111725535,0.00132397160874476,0.1
23,2.3,2.97570521217672,6.48060196583758,6.52938722644642,6.53077602127983,0.00138879483340837,0.1
24,2.4,2.91546318055115,6.77817248705525,6.82394564608281,6.82539371554125,0.00144806945843623,0.1
25,2.5,2.84847214410396,7.06971880511037,7.11214241231557,7.11364361554693,0.00150120323136793,0.1
26,2.6,2.77550137182146,7.35456601952076,7.39334108811184,7.39488875336895,0.00154766525711025,0.1
27,2.7,2.69737988023383,7.63211615670291,7.6669851507146,7.66857214201706,0.00158699130246021,0.1
28,2.8,2.6149881501559,7.90185414472629,7.93260355223409,7.93422234066866,0.00161878843456975,0.1
29,2.9,2.52924932921398,8.16335295974188,8.18981542620258,8.19145816514959,0.00164273894700706,0.1
30,3,2.44112000805987,8.41627789266328,8.43833389306628,8.43999249660044,0.00165860353416747,0.1
31,3.1,2.35158066243329,8.66038989346927,8.67796892659094,8.67963515027328,0.00166622368234393,0.1
32,3.2,2.26162585657242,8.8955479597126,8.90862925254122,8.91029477579475,0.00166552325353209,0.1
33,3.3,2.17225430585675,9.12171054536984,9.13032326066268,9.13197976990886,0.00165650924618532,0.1
34,3.4,2.08445889797317,9.33893597595551,9.34315892085418,9.34479819257946,0.00163927172528489,0.1
35,3.5,1.99921677231038,9.54738186575283,9.54734270436835,9.5489566872908,0.00161398292244463,0.1
36,3.6,1.91747955670515,9.74730354298387,9.74317752081913,9.74475841633415,0.00158089551501739,0.1
37,3.7,1.84016385909151,9.93905149865438,9.93105969160896,9.93260003171041,0.00154034010144599,0.1
38,3.8,1.76814210905728,10.1230678845635,10.1114749900164,10.1129677119144,0.00149272189801586,0.1
39,3.9,1.70223384081603,10.2998820954693,10.2849937875101,10.2864323042001,0.00143851669007411,0.1
40,4,1.64319750469207,10.4701054795509,10.4522653547855,10.4536436208636,0.00137826607814162,0.1
41,4.1,1.59172288893559,10.6344252300201,10.6140113744669,10.6153239465333,0.001312572066416,0.1
42,4.2,1.54842422758641,10.7935975189136,10.771018730293,10.7722608213407,0.00124209104774664,0.1
43,4.3,1.51383406325055,10.9484399416723,10.9241316448348,10.92529917208,0.00116752724517433,0.1
44,4.4,1.48839792611048,11.0998233479973,11.0742432443029,11.0753328699784,0.00108962567556681,0.1
45,4.5,1.4724698823349,11.2486631406084,11.2222866347251,11.2232957994308,0.00100916470565693,0.1
46,4.6,1.46630899636654,11.3959101288419,11.3692255786602,11.3701525269351,0.000926948274859285,0.1
47,4.7,1.4700767424359,11.5425410284785,11.5160448656003,11.5168886634629,0.000843797862573936,0.1
48,4.8,1.48383539116416,11.6895487027221,11.6637404722803,11.6645010165606,0.000760544280234754,0.1
49,4.9,1.50754738737567,11.8379322418385,11.8133096112073,11.8139876305774,0.000678019370111471,0.1
50,5,1.54107572533686,11.9886869805761,11.9657407668429,11.9663378145368,0.00059704769383373,0.1
51,5.1,1.58418531767227,12.1427945531098,12.1220038189934,12.122522257287,0.000518438293623191,0.1
52,5.2,1.63654534427985,12.301213084877,12.283040352091,12.2834833286996,0.000442976608621137,0.1
53,5.3,1.6977325577761,12.464867619305,12.4497542471938,12.4501256638208,0.000371416627039878,0.1
54,5.4,1.76723551244401,12.6346408750826,12.6230026507048,12.6233071240574,0.000304473352560564,0.1
55,5.5,1.84445967442961,12.811364426327,12.8035874100485,12.8038302257087,0.000242815660254081,0.1
56,5.6,1.92873336212768,12.99581039377,12.9922470618764,12.9924341214898,0.00018705961340082,0.1
57,5.7,2.01931445740236,13.1886837299827,13.1896494528529,13.1897872151608,0.000137762307989675,0.1
58,5.8,2.11539782058624,13.390615175723,13.3963850667523,13.3964804830587,9.5416306400864e-05,0.1
59,5.9,2.21612333516976,13.6021549577816,13.6129611245401,13.613021569256,6.04447158814025e-05,0.1
60,6,2.32058450180107,13.8237672912986,13.8397965163886,13.8398297133496,3.31969610094518e-05,0.1
61,6.1,2.42783749572791,14.0558257414787,14.0772176162651,14.0772315615574,1.3945292341333e-05,0.1
62,6.2,2.5369105971825,14.2986094910515,14.3254550209106,14.3254579029768,2.88206618748177e-06,0.1
63,6.3,2.64681390048435,14.5523005507697,14.5846412457939,14.5846413636166,1.17822647638377e-07,0.1
64,6.4,2.75654920485049,14.8169819408181,14.8548094010607,14.8548150812418,5.68018112723223e-06,0.1
65,6.5,2.86511998808782,15.0926368613032,15.1358928607076,15.135912374272,1.95135643821231e-05,0.1
66,6.6,2.97154136351338,15.379148860112,15.4277259282877,15.4277674080415,4.14797538166312e-05,0.1
67,6.7,3.0748499206166,15.6763029964633,15.7300454924942,15.7301168517647,7.13592705263721e-05,0.1
