index,time,rate,left_cumulative,trapezoid_cumulative,true_cumulative,error
0,0.000000,2.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
1,0.100000,2.109833416647,0.200000000000,0.205491670832,0.205495834722,0.000004163890
2,0.200000,2.218669330795,0.410983341665,0.421916808204,0.421933422159,0.000016613954
3,0.300000,2.325520206661,0.632850274744,0.649126285077,0.649163510874,0.000037225797
4,0.400000,2.429418342309,0.865402295410,0.886873212526,0.886939005997,0.000065793471
5,0.500000,2.529425538604,1.108344129641,1.134815406571,1.134917438110,0.000102031538
6,0.600000,2.624642473395,1.361286683502,1.392518807171,1.392664385090,0.000145577919
7,0.700000,2.714217687238,1.623750930841,1.659461815203,1.659657812716,0.000195997513
8,0.800000,2.797356090900,1.895172699565,1.935040504110,1.935293290653,0.000252786543
9,0.900000,2.873326909627,2.174908308655,2.218574654136,2.218890031729,0.000315377593
10,1.000000,2.941470984808,2.462240999618,2.509314548858,2.509697694132,0.000383145274
11,1.100000,3.001207360061,2.756388098098,2.806448466101,2.806903878574,0.000455412473
12,1.200000,3.052039085967,3.056508834105,3.109110788403,3.109642245523,0.000531457120
13,1.300000,3.093558185417,3.361712742701,3.416390651972,3.417001171375,0.000610519403
14,1.400000,3.125449729988,3.671068561243,3.727341047742,3.728032857100,0.000691809357
15,1.500000,3.147494986604,3.983613534242,4.040988283572,4.041762798332,0.000774514760
16,1.600000,3.159573603042,4.298363032902,4.356341713054,4.357199522301,0.000857809247
17,1.700000,3.161664810452,4.614320393206,4.672403633729,4.673344494296,0.000940860567
18,1.800000,3.153847630878,4.930486874252,4.988179255796,4.989202094693,0.001022838898
19,1.900000,3.136300087687,5.245871637339,5.302686641724,5.303789566864,0.001102925140
20,2.000000,3.109297426826,5.559501646108,5.614966517449,5.616146836547,0.001180319098
21,2.100000,3.073209366649,5.870431388791,5.924091857123,5.925346104600,0.001254247477
22,2.200000,3.028496403820,6.177752325456,6.229177145647,6.230501117255,0.001323971609
