index,x,value,true_derivative,forward_difference,backward_difference,central_difference,central_absolute_error,step_size,warning
0,0.0,0.0,1.0,1.0083341664682814,,,,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
1,0.1,0.10083341664682816,1.0150041652780257,1.0183591414823305,1.0083341664682814,1.013346653975306,0.0016575113027197386,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
2,0.2,0.20266933079506122,1.0200665778412417,1.018508758662784,1.0183591414823305,1.0184339500725572,0.001632627768684447,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
3,0.30000000000000004,0.3045202066613396,1.015336489125606,1.0089813564731092,1.018508758662784,1.0137450575679465,0.0015914315576595062,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
4,0.4,0.40541834230865054,1.0010609940028852,0.9900719629555249,1.0089813564731092,0.9995266597143171,0.0015343342885680844,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
5,0.5,0.504425538604203,0.9775825618903727,0.9621693479083249,0.9900719629555249,0.9761206554319248,0.0014619064584479036,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
6,0.6000000000000001,0.6006424733950355,0.9453356149096782,0.9257521384265566,0.9621693479083249,0.9439607431674407,0.0013748717422374934,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
7,0.7000000000000001,0.6932176872376912,0.9048421872844884,0.8813840366183168,0.9257521384265566,0.9035680875224367,0.001274099762051728,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
8,0.8,0.7813560908995228,0.8567067093471654,0.8297081872796064,0.8813840366183168,0.8555461119489616,0.0011605973982038442,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
9,0.9,0.8643269096274835,0.8016099682706644,0.77144075180413,0.8297081872796064,0.8005744695418682,0.0010354987287962691,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
10,1.0,0.9414709848078965,0.7403023058681397,0.7073637525353893,0.77144075180413,0.7394022521697596,0.0009000536983800878,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
11,1.1,1.0122073600614354,0.6735961214255773,0.63831725905791,0.7073637525353893,0.6728405057966497,0.000755615628927675,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
12,1.2000000000000002,1.0760390859672264,0.6023577544766734,0.5651909944996647,0.63831725905791,0.6017541267787874,0.0006036276978860222,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
13,1.3,1.1325581854171929,0.5274988286245874,0.4889154457126743,0.5651909944996647,0.5270532201061695,0.00044560851841790594,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
14,1.4000000000000001,1.1814497299884603,0.44996714290024087,0.41045256615594106,0.4889154457126743,0.4496840059343077,0.00028313696593318394,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
15,1.5,1.2224949866040544,0.37073720166770296,0.33078616437450803,0.41045256615594106,0.37061936526522454,0.00011783640247842175,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
16,1.6,1.2555736030415052,0.29080047769871126,0.2509120741096349,0.33078616437450803,0.29084911924207146,4.8641543360206096e-05,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
17,1.7000000000000002,1.2806648104524687,0.21115550570447522,0.17182820425726497,0.2509120741096349,0.21137013918344993,0.00021463347897471285,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
18,1.8,1.2978476308781952,0.13279790530691293,0.09452456809219356,0.17182820425726497,0.13317638617472927,0.00037848086781633317,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
19,1.9000000000000001,1.3073000876874146,0.05671043313649654,0.019973391382672734,0.09452456809219356,0.05724897973743315,0.0005385466009366069,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
20,2.0,1.3092974268256818,-0.016146836547142385,-0.050880601768081846,0.019973391382672734,-0.015453605192704556,0.0006932313544378288,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
21,2.1,1.3042093666488737,-0.08484610459985753,-0.1171296282928358,-0.050880601768081846,-0.08400511503045882,0.0008409895693987091,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
22,2.2,1.29249640381959,-0.14850111725534576,-0.17791191642869908,-0.1171296282928358,-0.14752077236076744,0.0009803448945783222,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
23,2.3000000000000003,1.2747052121767202,-0.20627602127982436,-0.23242031625569481,-0.17791191642869908,-0.20516611634219695,0.001109904937627415,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
24,2.4000000000000004,1.2514631805511507,-0.2573937155412457,-0.2799103644719425,-0.23242031625569481,-0.25616534036381866,0.0012283751774270213,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
25,2.5,1.2234721441039564,-0.3011436155469337,-0.3197077228249223,-0.2799103644719425,-0.2998090436484324,0.00133457189850128,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
26,2.6,1.1915013718214642,-0.3368887533689473,-0.35121491587634335,-0.3197077228249223,-0.33546131935063284,0.0014274340183144663,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
27,2.7,1.1563798802338299,-0.3640721420170612,-0.37391730077924956,-0.35121491587634335,-0.36256610832779645,0.0015060336892647186,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
28,2.8000000000000003,1.118988150155905,-0.38222234066865823,-0.38738820941922825,-0.37391730077924956,-0.3806527550992389,0.0015695855694193295,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
29,2.9000000000000004,1.080249329213982,-0.3909581651495906,-0.39129321154114827,-0.38738820941922825,-0.38934071048018826,0.0016174546694023295,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
30,3.0,1.0411200080598673,-0.3899924966004453,-0.3853934562657657,-0.39129321154114827,-0.388343333903457,0.0016491626969883377,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
31,3.1,1.0025806624332907,-0.3791351502732794,-0.3695480586087052,-0.3853934562657657,-0.37747075743723546,0.0016643928360439153,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
32,3.2,0.9656258565724202,-0.358294775794753,-0.3437155071566844,-0.3695480586087052,-0.3566317828826948,0.001662992912058181,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
33,3.3000000000000003,0.9312543058567517,-0.32747976990886474,-0.30795407883583037,-0.3437155071566844,-0.3258347929962574,0.0016449769126073432,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
34,3.4000000000000004,0.9004588979731687,-0.2867981925794607,-0.26242125662788496,-0.30795407883583037,-0.28518766773185766,0.0016105248476030454,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
35,3.5,0.8742167723103802,-0.23645668729079627,-0.2073721560523234,-0.26242125662788496,-0.23489670634010418,0.001559980950692097,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
36,3.6,0.8534795567051479,-0.1767584163341469,-0.14315697613641043,-0.2073721560523234,-0.1752645660943669,0.0014938502397799924,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
37,3.7,0.8391638590915068,-0.10810003171040794,-0.07021750034225671,-0.14315697613641043,-0.10668723823933357,0.0014127934710743695,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
38,3.8000000000000003,0.8321421090572811,-0.030967711914416385,0.01091731758745107,-0.07021750034225671,-0.02965009137740282,0.001317620537013564,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
39,3.9000000000000004,0.8332338408160262,0.05406769579986026,0.09963663876045525,0.01091731758745107,0.05527697817395316,0.0012092823740929015,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
40,4.0,0.8431975046920718,0.1463563791363881,0.19525384243517907,0.09963663876045525,0.14744524059781716,0.0010888614614290582,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
41,4.1000000000000005,0.8627228889355897,0.24517605346673166,0.2970133865082236,0.19525384243517907,0.24613361447170135,0.000957561004969687,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
42,4.2,0.892424227586412,0.34973917865930065,0.4040983566413303,0.2970133865082236,0.35055587157477697,0.0008166929154763136,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
43,4.3,0.9328340632505451,0.45920082792002453,0.5156386285993919,0.4040983566413303,0.4598684926203611,0.0006676647003365788,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
44,4.4,0.9843979261104843,0.5726671300215808,0.6307195622441863,0.5156386285993919,0.5731790954217891,0.0005119654002083696,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
45,4.5,1.047469882334903,0.6892042005692203,0.7483911403163312,0.6307195622441863,0.6895553512802588,0.00035115071103852813,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
46,4.6000000000000005,1.122308996366536,0.8078474730649462,0.8676774606936322,0.7483911403163312,0.8080343005049817,0.00018682744003550855,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
47,4.7,1.2090767424358992,0.9276113365371095,0.9875864872826079,0.8676774606936322,0.92763197398812,2.0637451010552255e-05,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
48,4.800000000000001,1.30783539116416,1.0474989834394475,1.1071199621150773,0.9875864872826079,1.0473532246988426,0.00014575874060485106,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
49,4.9,1.4185473873756678,1.1665123694225759,1.2252833796119367,1.1071199621150773,1.166201670863507,0.0003106985590688449,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
50,5.0,1.5410757253368614,1.2836621854632262,1.3410959233540742,1.2252833796119367,1.2831896514830055,0.0004725339802207351,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
51,5.1000000000000005,1.6751853176722689,1.3979777427129814,1.4536002660757807,1.3410959233540742,1.3973480947149275,0.0006296479980538727,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
52,5.2,1.820545344279847,1.5085166713003773,1.561872134962532,1.4536002660757807,1.5077362005191564,0.0007804707812208989,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
53,5.300000000000001,1.9767325577761001,1.6143743361791618,1.665029546679131,1.561872134962532,1.6134508408208315,0.0009234953583303618,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
54,5.4,2.1432355124440132,1.7146928759426348,1.762241619855951,1.665029546679131,1.713635583267541,0.0010572926750938016,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
55,5.5,2.3194596744296083,1.80866977429126,1.852736876980714,1.762241619855951,1.8074892484183325,0.001180525872927607,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
56,5.6000000000000005,2.5047333621276797,1.8955658785102503,1.9358109527468326,1.852736876980714,1.8942739148637733,0.0012919636464769901,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
57,5.7,2.698314457402363,1.97471278483916,2.010833631838813,1.9358109527468326,1.9733222922928229,0.001390492546337052,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
58,5.800000000000001,2.8993978205862443,2.0455195169413196,2.077255145835206,2.010833631838813,2.0440443888370097,0.0014751281043099418,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
59,5.9,3.107123335169765,2.107478430744036,2.1346116663130976,2.077255145835206,2.105933406074152,0.001545024669884043,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
60,6.0,3.3205845018010747,2.160170286650366,2.1825299392683117,2.1346116663130976,2.1585708027907047,0.0015994838596613548,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
61,6.1000000000000005,3.538837495727906,2.203268438442585,2.2207310145459846,2.1825299392683117,2.201630476907148,0.001637961535436716,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
62,6.2,3.7609105971825043,2.236542097023218,2.249033033018475,2.2207310145459846,2.2348820237822298,0.001660073240988158,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
63,6.300000000000001,3.985813900484352,2.259858636383415,2.267353043661431,2.249033033018475,2.258193038339953,0.0016655980434623352,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
64,6.4,4.212549204850495,2.2731849187581927,2.2757078323732127,2.267353043661431,2.271530438017322,0.0016544807408709339,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
65,6.5,4.440119988087816,2.2765876257280233,2.2742137542556407,2.2757078323732127,2.2749607933144267,0.001626832413596624,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
66,6.6000000000000005,4.66754136351338,2.2702325919585293,2.2630855710321907,2.2742137542556407,2.2686496626439157,0.0015829293146136791,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
67,6.7,4.893849920616599,2.2543831482353194,2.2426343052201148,2.2630855710321907,2.2528599381261527,0.0015232101091666728,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
68,6.800000000000001,5.118113351138611,2.2293974903498253,2.2132641324959046,2.2426343052201148,2.2279492188580097,0.0014482714918155892,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
69,6.9,5.339439764388201,2.1957251001253573,2.175468343305882,2.2132641324959046,2.1943662379008932,0.0013588622244640192,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
70,7.0,5.556986598718789,2.1539022543433046,2.12982441407088,2.175468343305882,2.152646378688381,0.0012558756549236882,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
71,7.1000000000000005,5.769969040125877,2.104546666442806,2.0769882372327686,2.12982441407088,2.1034063256518243,0.0011403407909815755,0.1,"Numerical derivatives depend on step size, formula choice, boundary handling, smoothness, and noise."
