scenario,boundary_version,period,stock,inflow,demand,effective_demand,policy_savings,losses,shortage,capacity,stock_margin
narrow_baseline,narrow_stock_flow,0,80.0,8.0,6.0,6.0,0.0,1.2,0.0,100.0,0.8
narrow_baseline,narrow_stock_flow,1,80.8,8.0,6.0,6.0,0.0,1.212,0.0,100.0,0.808
narrow_baseline,narrow_stock_flow,2,81.588,8.0,6.0,6.0,0.0,1.22382,0.0,100.0,0.81588
narrow_baseline,narrow_stock_flow,3,82.36418,8.0,6.0,6.0,0.0,1.2354627,0.0,100.0,0.8236418
narrow_baseline,narrow_stock_flow,4,83.1287173,8.0,6.0,6.0,0.0,1.24693076,0.0,100.0,0.83128717
narrow_baseline,narrow_stock_flow,5,83.88178654,8.0,6.0,6.0,0.0,1.2582268,0.0,100.0,0.83881787
narrow_baseline,narrow_stock_flow,6,84.62355974,8.0,6.0,6.0,0.0,1.2693534,0.0,100.0,0.8462356
narrow_baseline,narrow_stock_flow,7,85.35420635,8.0,6.0,6.0,0.0,1.2803131,0.0,100.0,0.85354206
narrow_baseline,narrow_stock_flow,8,86.07389325,8.0,6.0,6.0,0.0,1.2911084,0.0,100.0,0.86073893
narrow_baseline,narrow_stock_flow,9,86.78278485,8.0,6.0,6.0,0.0,1.30174177,0.0,100.0,0.86782785
narrow_baseline,narrow_stock_flow,10,87.48104308,8.0,6.0,6.0,0.0,1.31221565,0.0,100.0,0.87481043
narrow_baseline,narrow_stock_flow,11,88.16882743,8.0,6.0,6.0,0.0,1.32253241,0.0,100.0,0.88168827
narrow_baseline,narrow_stock_flow,12,88.84629502,8.0,6.0,6.0,0.0,1.33269443,0.0,100.0,0.88846295
narrow_baseline,narrow_stock_flow,13,89.5136006,8.0,6.0,6.0,0.0,1.34270401,0.0,100.0,0.89513601
narrow_baseline,narrow_stock_flow,14,90.17089659,8.0,6.0,6.0,0.0,1.35256345,0.0,100.0,0.90170897
narrow_baseline,narrow_stock_flow,15,90.81833314,8.0,6.0,6.0,0.0,1.362275,0.0,100.0,0.90818333
narrow_baseline,narrow_stock_flow,16,91.45605814,8.0,6.0,6.0,0.0,1.37184087,0.0,100.0,0.91456058
narrow_baseline,narrow_stock_flow,17,92.08421727,8.0,6.0,6.0,0.0,1.38126326,0.0,100.0,0.92084217
narrow_baseline,narrow_stock_flow,18,92.70295401,8.0,6.0,6.0,0.0,1.39054431,0.0,100.0,0.92702954
narrow_baseline,narrow_stock_flow,19,93.3124097,8.0,6.0,6.0,0.0,1.39968615,0.0,100.0,0.9331241
narrow_baseline,narrow_stock_flow,20,93.91272355,8.0,6.0,6.0,0.0,1.40869085,0.0,100.0,0.93912724
narrow_baseline,narrow_stock_flow,21,94.5040327,8.0,6.0,6.0,0.0,1.41756049,0.0,100.0,0.94504033
narrow_baseline,narrow_stock_flow,22,95.08647221,8.0,6.0,6.0,0.0,1.42629708,0.0,100.0,0.95086472
narrow_baseline,narrow_stock_flow,23,95.66017513,8.0,6.0,6.0,0.0,1.43490263,0.0,100.0,0.95660175
narrow_baseline,narrow_stock_flow,24,96.2252725,8.0,6.0,6.0,0.0,1.44337909,0.0,100.0,0.96225273
narrow_baseline,narrow_stock_flow,25,96.78189341,8.0,6.0,6.0,0.0,1.4517284,0.0,100.0,0.96781893
narrow_baseline,narrow_stock_flow,26,97.33016501,8.0,6.0,6.0,0.0,1.45995248,0.0,100.0,0.97330165
narrow_baseline,narrow_stock_flow,27,97.87021254,8.0,6.0,6.0,0.0,1.46805319,0.0,100.0,0.97870213
narrow_baseline,narrow_stock_flow,28,98.40215935,8.0,6.0,6.0,0.0,1.47603239,0.0,100.0,0.98402159
narrow_baseline,narrow_stock_flow,29,98.92612696,8.0,6.0,6.0,0.0,1.4838919,0.0,100.0,0.98926127
narrow_baseline,narrow_stock_flow,30,99.44223505,8.0,6.0,6.0,0.0,1.49163353,0.0,100.0,0.99442235
narrow_baseline,narrow_stock_flow,31,99.95060153,8.0,6.0,6.0,0.0,1.49925902,0.0,100.0,0.99950602
narrow_baseline,narrow_stock_flow,32,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,33,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,34,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,35,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,36,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,37,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,38,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,39,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,40,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,41,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,42,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,43,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,44,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,45,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,46,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,47,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,48,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,49,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,50,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,51,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,52,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,53,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,54,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,55,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,56,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,57,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,58,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,59,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
narrow_baseline,narrow_stock_flow,60,100.0,8.0,6.0,6.0,0.0,1.5,0.0,100.0,1.0
low_inflow_boundary_test,uncertainty_expanded,0,80.0,5.0,6.0,6.0,0.0,1.2,0.0,100.0,0.8
low_inflow_boundary_test,uncertainty_expanded,1,77.8,5.0,6.0,6.0,0.0,1.167,0.0,100.0,0.778
low_inflow_boundary_test,uncertainty_expanded,2,75.633,5.0,6.0,6.0,0.0,1.134495,0.0,100.0,0.75633
low_inflow_boundary_test,uncertainty_expanded,3,73.498505,5.0,6.0,6.0,0.0,1.10247757,0.0,100.0,0.73498505
low_inflow_boundary_test,uncertainty_expanded,4,71.39602742,5.0,6.0,6.0,0.0,1.07094041,0.0,100.0,0.71396027
low_inflow_boundary_test,uncertainty_expanded,5,69.32508701,5.0,6.0,6.0,0.0,1.03987631,0.0,100.0,0.69325087
low_inflow_boundary_test,uncertainty_expanded,6,67.28521071,5.0,6.0,6.0,0.0,1.00927816,0.0,100.0,0.67285211
low_inflow_boundary_test,uncertainty_expanded,7,65.27593255,5.0,6.0,6.0,0.0,0.97913899,0.0,100.0,0.65275933
low_inflow_boundary_test,uncertainty_expanded,8,63.29679356,5.0,6.0,6.0,0.0,0.9494519,0.0,100.0,0.63296794
