scenario,period,storage,demand,raw_next_storage,next_storage,shortage,overflow,adaptive_demand,domain_valid
baseline,0,80.0,7.0,77.8,77.8,0.0,0.0,False,True
baseline,1,77.8,7.0,75.633,75.633,0.0,0.0,False,True
baseline,2,75.633,7.0,73.498505,73.498505,0.0,0.0,False,True
baseline,3,73.498505,7.0,71.39602742,71.39602742,0.0,0.0,False,True
baseline,4,71.39602742,7.0,69.32508701,69.32508701,0.0,0.0,False,True
baseline,5,69.32508701,7.0,67.28521071,67.28521071,0.0,0.0,False,True
baseline,6,67.28521071,7.0,65.27593255,65.27593255,0.0,0.0,False,True
baseline,7,65.27593255,7.0,63.29679356,63.29679356,0.0,0.0,False,True
baseline,8,63.29679356,7.0,61.34734166,61.34734166,0.0,0.0,False,True
baseline,9,61.34734166,7.0,59.42713153,59.42713153,0.0,0.0,False,True
baseline,10,59.42713153,7.0,57.53572456,57.53572456,0.0,0.0,False,True
baseline,11,57.53572456,7.0,55.67268869,55.67268869,0.0,0.0,False,True
baseline,12,55.67268869,7.0,53.83759836,53.83759836,0.0,0.0,False,True
baseline,13,53.83759836,7.0,52.03003438,52.03003438,0.0,0.0,False,True
baseline,14,52.03003438,7.0,50.24958387,50.24958387,0.0,0.0,False,True
baseline,15,50.24958387,7.0,48.49584011,48.49584011,0.0,0.0,False,True
baseline,16,48.49584011,7.0,46.76840251,46.76840251,0.0,0.0,False,True
baseline,17,46.76840251,7.0,45.06687647,45.06687647,0.0,0.0,False,True
baseline,18,45.06687647,7.0,43.39087332,43.39087332,0.0,0.0,False,True
baseline,19,43.39087332,7.0,41.74001022,41.74001022,0.0,0.0,False,True
baseline,20,41.74001022,7.0,40.11391007,40.11391007,0.0,0.0,False,True
baseline,21,40.11391007,7.0,38.51220142,38.51220142,0.0,0.0,False,True
baseline,22,38.51220142,7.0,36.9345184,36.9345184,0.0,0.0,False,True
baseline,23,36.9345184,7.0,35.38050062,35.38050062,0.0,0.0,False,True
baseline,24,35.38050062,7.0,33.84979311,33.84979311,0.0,0.0,False,True
baseline,25,33.84979311,7.0,32.34204622,32.34204622,0.0,0.0,False,True
baseline,26,32.34204622,7.0,30.85691552,30.85691552,0.0,0.0,False,True
baseline,27,30.85691552,7.0,29.39406179,29.39406179,0.0,0.0,False,True
baseline,28,29.39406179,7.0,27.95315086,27.95315086,0.0,0.0,False,True
baseline,29,27.95315086,7.0,26.5338536,26.5338536,0.0,0.0,False,True
baseline,30,26.5338536,7.0,25.1358458,25.1358458,0.0,0.0,False,True
baseline,31,25.1358458,7.0,23.75880811,23.75880811,0.0,0.0,False,True
baseline,32,23.75880811,7.0,22.40242599,22.40242599,0.0,0.0,False,True
baseline,33,22.40242599,7.0,21.0663896,21.0663896,0.0,0.0,False,True
baseline,34,21.0663896,7.0,19.75039375,19.75039375,0.0,0.0,False,True
baseline,35,19.75039375,7.0,18.45413785,18.45413785,0.0,0.0,False,True
baseline,36,18.45413785,7.0,17.17732578,17.17732578,0.0,0.0,False,True
baseline,37,17.17732578,7.0,15.91966589,15.91966589,0.0,0.0,False,True
baseline,38,15.91966589,7.0,14.68087091,14.68087091,0.0,0.0,False,True
baseline,39,14.68087091,7.0,13.46065784,13.46065784,0.0,0.0,False,True
baseline,40,13.46065784,7.0,12.25874797,12.25874797,0.0,0.0,False,True
baseline,41,12.25874797,7.0,11.07486675,11.07486675,0.0,0.0,False,True
baseline,42,11.07486675,7.0,9.90874375,9.90874375,0.0,0.0,False,True
baseline,43,9.90874375,7.0,8.7601126,8.7601126,0.0,0.0,False,True
baseline,44,8.7601126,7.0,7.62871091,7.62871091,0.0,0.0,False,True
baseline,45,7.62871091,7.0,6.51428024,6.51428024,0.0,0.0,False,True
baseline,46,6.51428024,7.0,5.41656604,5.41656604,0.0,0.0,False,True
baseline,47,5.41656604,7.0,4.33531755,4.33531755,0.0,0.0,False,True
baseline,48,4.33531755,7.0,3.27028779,3.27028779,0.0,0.0,False,True
baseline,49,3.27028779,7.0,2.22123347,2.22123347,0.0,0.0,False,True
baseline,50,2.22123347,7.0,1.18791497,1.18791497,0.0,0.0,False,True
baseline,51,1.18791497,7.0,0.17009624,0.17009624,0.0,0.0,False,True
baseline,52,0.17009624,7.0,-0.8324552,0.0,0.8324552,0.0,False,True
baseline,53,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
baseline,54,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
baseline,55,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
baseline,56,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
baseline,57,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
baseline,58,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
baseline,59,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
baseline,60,0.0,7.0,-1.0,0.0,1.0,0.0,False,True
high_demand,0,80.0,10.0,74.8,74.8,0.0,0.0,False,True
high_demand,1,74.8,10.0,69.678,69.678,0.0,0.0,False,True
high_demand,2,69.678,10.0,64.63283,64.63283,0.0,0.0,False,True
high_demand,3,64.63283,10.0,59.66333755,59.66333755,0.0,0.0,False,True
high_demand,4,59.66333755,10.0,54.76838749,54.76838749,0.0,0.0,False,True
high_demand,5,54.76838749,10.0,49.94686167,49.94686167,0.0,0.0,False,True
high_demand,6,49.94686167,10.0,45.19765875,45.19765875,0.0,0.0,False,True
high_demand,7,45.19765875,10.0,40.51969387,40.51969387,0.0,0.0,False,True
high_demand,8,40.51969387,10.0,35.91189846,35.91189846,0.0,0.0,False,True
high_demand,9,35.91189846,10.0,31.37321998,31.37321998,0.0,0.0,False,True
high_demand,10,31.37321998,10.0,26.90262168,26.90262168,0.0,0.0,False,True
high_demand,11,26.90262168,10.0,22.49908236,22.49908236,0.0,0.0,False,True
high_demand,12,22.49908236,10.0,18.16159612,18.16159612,0.0,0.0,False,True
high_demand,13,18.16159612,10.0,13.88917218,13.88917218,0.0,0.0,False,True
high_demand,14,13.88917218,10.0,9.6808346,9.6808346,0.0,0.0,False,True
high_demand,15,9.6808346,10.0,5.53562208,5.53562208,0.0,0.0,False,True
high_demand,16,5.53562208,10.0,1.45258775,1.45258775,0.0,0.0,False,True
high_demand,17,1.45258775,10.0,-2.56920107,0.0,2.56920107,0.0,False,True
high_demand,18,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,19,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,20,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,21,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,22,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,23,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,24,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,25,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,26,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,27,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,28,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,29,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,30,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,31,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,32,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,33,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,34,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,35,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,36,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,37,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,38,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,39,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,40,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,41,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,42,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,43,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,44,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,45,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,46,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,47,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,48,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,49,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,50,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
high_demand,51,0.0,10.0,-4.0,0.0,4.0,0.0,False,True
