scenario,period,storage_m3,inflow_volume_m3,demand_volume_m3,loss_volume_m3,raw_next_storage_m3,next_storage_m3,storage_fraction,shortage_m3,overflow_m3,domain_valid
daily_baseline,0,80.0,8.0,6.0,1.2,80.8,80.8,0.808,0.0,0.0,True
daily_baseline,1,80.8,8.0,6.0,1.212,81.588,81.588,0.81588,0.0,0.0,True
daily_baseline,2,81.588,8.0,6.0,1.22382,82.36418,82.36418,0.8236418,0.0,0.0,True
daily_baseline,3,82.36418,8.0,6.0,1.2354627,83.1287173,83.1287173,0.83128717,0.0,0.0,True
daily_baseline,4,83.1287173,8.0,6.0,1.24693076,83.88178654,83.88178654,0.83881787,0.0,0.0,True
daily_baseline,5,83.88178654,8.0,6.0,1.2582268,84.62355974,84.62355974,0.8462356,0.0,0.0,True
daily_baseline,6,84.62355974,8.0,6.0,1.2693534,85.35420635,85.35420635,0.85354206,0.0,0.0,True
daily_baseline,7,85.35420635,8.0,6.0,1.2803131,86.07389325,86.07389325,0.86073893,0.0,0.0,True
daily_baseline,8,86.07389325,8.0,6.0,1.2911084,86.78278485,86.78278485,0.86782785,0.0,0.0,True
daily_baseline,9,86.78278485,8.0,6.0,1.30174177,87.48104308,87.48104308,0.87481043,0.0,0.0,True
daily_baseline,10,87.48104308,8.0,6.0,1.31221565,88.16882743,88.16882743,0.88168827,0.0,0.0,True
daily_baseline,11,88.16882743,8.0,6.0,1.32253241,88.84629502,88.84629502,0.88846295,0.0,0.0,True
daily_baseline,12,88.84629502,8.0,6.0,1.33269443,89.5136006,89.5136006,0.89513601,0.0,0.0,True
daily_baseline,13,89.5136006,8.0,6.0,1.34270401,90.17089659,90.17089659,0.90170897,0.0,0.0,True
daily_baseline,14,90.17089659,8.0,6.0,1.35256345,90.81833314,90.81833314,0.90818333,0.0,0.0,True
daily_baseline,15,90.81833314,8.0,6.0,1.362275,91.45605814,91.45605814,0.91456058,0.0,0.0,True
daily_baseline,16,91.45605814,8.0,6.0,1.37184087,92.08421727,92.08421727,0.92084217,0.0,0.0,True
daily_baseline,17,92.08421727,8.0,6.0,1.38126326,92.70295401,92.70295401,0.92702954,0.0,0.0,True
daily_baseline,18,92.70295401,8.0,6.0,1.39054431,93.3124097,93.3124097,0.9331241,0.0,0.0,True
daily_baseline,19,93.3124097,8.0,6.0,1.39968615,93.91272355,93.91272355,0.93912724,0.0,0.0,True
daily_baseline,20,93.91272355,8.0,6.0,1.40869085,94.5040327,94.5040327,0.94504033,0.0,0.0,True
daily_baseline,21,94.5040327,8.0,6.0,1.41756049,95.08647221,95.08647221,0.95086472,0.0,0.0,True
daily_baseline,22,95.08647221,8.0,6.0,1.42629708,95.66017513,95.66017513,0.95660175,0.0,0.0,True
daily_baseline,23,95.66017513,8.0,6.0,1.43490263,96.2252725,96.2252725,0.96225273,0.0,0.0,True
daily_baseline,24,96.2252725,8.0,6.0,1.44337909,96.78189341,96.78189341,0.96781893,0.0,0.0,True
daily_baseline,25,96.78189341,8.0,6.0,1.4517284,97.33016501,97.33016501,0.97330165,0.0,0.0,True
daily_baseline,26,97.33016501,8.0,6.0,1.45995248,97.87021254,97.87021254,0.97870213,0.0,0.0,True
daily_baseline,27,97.87021254,8.0,6.0,1.46805319,98.40215935,98.40215935,0.98402159,0.0,0.0,True
daily_baseline,28,98.40215935,8.0,6.0,1.47603239,98.92612696,98.92612696,0.98926127,0.0,0.0,True
daily_baseline,29,98.92612696,8.0,6.0,1.4838919,99.44223505,99.44223505,0.99442235,0.0,0.0,True
daily_baseline,30,99.44223505,8.0,6.0,1.49163353,99.95060153,99.95060153,0.99950602,0.0,0.0,True
daily_baseline,31,99.95060153,8.0,6.0,1.49925902,100.45134251,100.0,1.0,0.0,0.45134251,True
daily_baseline,32,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,33,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,34,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,35,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,36,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,37,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,38,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,39,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,40,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,41,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,42,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,43,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,44,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,45,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,46,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,47,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,48,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,49,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,50,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,51,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,52,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,53,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,54,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,55,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,56,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,57,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,58,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,59,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
daily_baseline,60,100.0,8.0,6.0,1.5,100.5,100.0,1.0,0.0,0.5,True
weekly_step,0,80.0,56.0,42.0,8.4,85.6,85.6,0.856,0.0,0.0,True
weekly_step,1,85.6,56.0,42.0,8.988,90.612,90.612,0.90612,0.0,0.0,True
weekly_step,2,90.612,56.0,42.0,9.51426,95.09774,95.09774,0.9509774,0.0,0.0,True
weekly_step,3,95.09774,56.0,42.0,9.9852627,99.1124773,99.1124773,0.99112477,0.0,0.0,True
weekly_step,4,99.1124773,56.0,42.0,10.40681012,102.70566718,100.0,1.0,0.0,2.70566718,True
weekly_step,5,100.0,56.0,42.0,10.5,103.5,100.0,1.0,0.0,3.5,True
weekly_step,6,100.0,56.0,42.0,10.5,103.5,100.0,1.0,0.0,3.5,True
weekly_step,7,100.0,56.0,42.0,10.5,103.5,100.0,1.0,0.0,3.5,True
weekly_step,8,100.0,56.0,42.0,10.5,103.5,100.0,1.0,0.0,3.5,True
weekly_step,9,100.0,56.0,42.0,10.5,103.5,100.0,1.0,0.0,3.5,True
weekly_step,10,100.0,56.0,42.0,10.5,103.5,100.0,1.0,0.0,3.5,True
weekly_step,11,100.0,56.0,42.0,10.5,103.5,100.0,1.0,0.0,3.5,True
weekly_step,12,100.0,56.0,42.0,10.5,103.5,100.0,1.0,0.0,3.5,True
high_demand,0,80.0,8.0,10.0,1.2,76.8,76.8,0.768,0.0,0.0,True
high_demand,1,76.8,8.0,10.0,1.152,73.648,73.648,0.73648,0.0,0.0,True
high_demand,2,73.648,8.0,10.0,1.10472,70.54328,70.54328,0.7054328,0.0,0.0,True
high_demand,3,70.54328,8.0,10.0,1.0581492,67.4851308,67.4851308,0.67485131,0.0,0.0,True
high_demand,4,67.4851308,8.0,10.0,1.01227696,64.47285384,64.47285384,0.64472854,0.0,0.0,True
high_demand,5,64.47285384,8.0,10.0,0.96709281,61.50576103,61.50576103,0.61505761,0.0,0.0,True
high_demand,6,61.50576103,8.0,10.0,0.92258642,58.58317461,58.58317461,0.58583175,0.0,0.0,True
high_demand,7,58.58317461,8.0,10.0,0.87874762,55.704427,55.704427,0.55704427,0.0,0.0,True
high_demand,8,55.704427,8.0,10.0,0.8355664,52.86886059,52.86886059,0.52868861,0.0,0.0,True
high_demand,9,52.86886059,8.0,10.0,0.79303291,50.07582768,50.07582768,0.50075828,0.0,0.0,True
high_demand,10,50.07582768,8.0,10.0,0.75113742,47.32469027,47.32469027,0.4732469,0.0,0.0,True
high_demand,11,47.32469027,8.0,10.0,0.70987035,44.61481991,44.61481991,0.4461482,0.0,0.0,True
high_demand,12,44.61481991,8.0,10.0,0.6692223,41.94559761,41.94559761,0.41945598,0.0,0.0,True
high_demand,13,41.94559761,8.0,10.0,0.62918396,39.31641365,39.31641365,0.39316414,0.0,0.0,True
high_demand,14,39.31641365,8.0,10.0,0.5897462,36.72666745,36.72666745,0.36726667,0.0,0.0,True
high_demand,15,36.72666745,8.0,10.0,0.55090001,34.17576743,34.17576743,0.34175767,0.0,0.0,True
high_demand,16,34.17576743,8.0,10.0,0.51263651,31.66313092,31.66313092,0.31663131,0.0,0.0,True
high_demand,17,31.66313092,8.0,10.0,0.47494696,29.18818396,29.18818396,0.29188184,0.0,0.0,True
high_demand,18,29.18818396,8.0,10.0,0.43782276,26.7503612,26.7503612,0.26750361,0.0,0.0,True
high_demand,19,26.7503612,8.0,10.0,0.40125542,24.34910578,24.34910578,0.24349106,0.0,0.0,True
high_demand,20,24.34910578,8.0,10.0,0.36523659,21.98386919,21.98386919,0.21983869,0.0,0.0,True
high_demand,21,21.98386919,8.0,10.0,0.32975804,19.65411116,19.65411116,0.19654111,0.0,0.0,True
high_demand,22,19.65411116,8.0,10.0,0.29481167,17.35929949,17.35929949,0.17359299,0.0,0.0,True
high_demand,23,17.35929949,8.0,10.0,0.26038949,15.09891,15.09891,0.1509891,0.0,0.0,True
high_demand,24,15.09891,8.0,10.0,0.22648365,12.87242635,12.87242635,0.12872426,0.0,0.0,True
high_demand,25,12.87242635,8.0,10.0,0.1930864,10.67933995,10.67933995,0.1067934,0.0,0.0,True
high_demand,26,10.67933995,8.0,10.0,0.1601901,8.51914985,8.51914985,0.0851915,0.0,0.0,True
high_demand,27,8.51914985,8.0,10.0,0.12778725,6.3913626,6.3913626,0.06391363,0.0,0.0,True
high_demand,28,6.3913626,8.0,10.0,0.09587044,4.29549217,4.29549217,0.04295492,0.0,0.0,True
high_demand,29,4.29549217,8.0,10.0,0.06443238,2.23105978,2.23105978,0.0223106,0.0,0.0,True
high_demand,30,2.23105978,8.0,10.0,0.0334659,0.19759389,0.19759389,0.00197594,0.0,0.0,True
high_demand,31,0.19759389,8.0,10.0,0.00296391,-1.80537002,0.0,0.0,1.80537002,0.0,True
high_demand,32,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,33,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,34,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,35,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,36,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,37,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,38,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,39,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,40,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,41,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,42,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,43,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,44,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,45,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,46,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,47,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,48,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,49,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,50,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,51,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,52,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,53,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,54,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,55,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,56,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,57,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,58,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,59,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
high_demand,60,0.0,8.0,10.0,0.0,-2.0,0.0,0.0,2.0,0.0,True
tight_capacity,0,70.0,8.0,6.0,1.05,70.95,70.95,0.946,0.0,0.0,True
tight_capacity,1,70.95,8.0,6.0,1.06425,71.88575,71.88575,0.95847667,0.0,0.0,True
tight_capacity,2,71.88575,8.0,6.0,1.07828625,72.80746375,72.80746375,0.97076618,0.0,0.0,True
tight_capacity,3,72.80746375,8.0,6.0,1.09211196,73.71535179,73.71535179,0.98287136,0.0,0.0,True
