scenario,time,analytical_state,euler_state,absolute_error,input_rate,loss_rate,equilibrium,initial_state,method,warning
input_loss_balance,0.0,20.0,20.0,0.0,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,0.1,20.39210560847677,20.4,0.007894391523230126,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,0.2,20.76883653613364,20.784,0.015163463866358029,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,0.30000000000000004,21.130795632828423,21.152639999999998,0.021844367171574675,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,0.4,21.478562110337887,21.5065344,0.02797228966211307,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,0.5,21.81269246922018,21.846273024,0.03358055477981736,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,0.6000000000000001,22.133721389334468,22.17242210304,0.03870071370553063,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,0.7000000000000001,22.442162585442745,22.485525218918397,0.0433626334756525,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,0.8,22.738509629263092,22.78610421016166,0.047594580898568495,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,0.9,23.02323673928969,23.074660041755195,0.05142330246550486,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,1.0,23.296799539643608,23.351673640084986,0.05487410044137775,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,1.1,23.55963578916859,23.617606694481587,0.057970905312998866,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,1.2000000000000002,23.812166081938592,23.872902426702325,0.060736344763732575,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,1.3,24.054794520298056,24.11798632963423,0.06319180933617474,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,1.4000000000000001,24.28790936151185,24.353266876448863,0.0653575149370127,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,1.5,24.511883639059736,24.57913620139091,0.0672525623311735,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,1.6,24.727075759569516,24.795970753335272,0.06889499376575614,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,1.7000000000000002,24.933830076344105,25.00413192320186,0.07030184685775609,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,1.8,25.132477440400283,25.203966646273788,0.0714892058735046,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,1.9000000000000001,25.323335729900908,25.395807980422838,0.07247225052192974,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,2.0,25.506710358827785,25.579975661205925,0.07326530237813955,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,2.1,25.682894765709204,25.75677663475769,0.07388186904848482,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,2.2,25.852170883184186,25.926505569367382,0.07433468618319594,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,2.3000000000000003,26.014809589154858,26.089445346592687,0.07463575743782869,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,2.4000000000000004,26.17107114024888,26.24586753272898,0.07479639248009917,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,2.5,26.321205588285576,26.39603283141982,0.07482724313424427,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,2.6,26.465453180412197,26.540191518163027,0.07473833775082994,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,2.7,26.60404474355061,26.678583857436507,0.07453911388589773,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,2.8000000000000003,26.737202053769607,26.811440503139046,0.0742384493694388,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,2.9000000000000004,26.865138191173948,26.938982883013484,0.07384469183953613,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,3.0,26.98805788087798,27.061423567692945,0.07336568681496303,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,3.1,27.106157820609496,27.178966624985225,0.0728088043757289,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,3.2,27.219626995468058,27.291807959985817,0.07218096451775935,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,3.3000000000000003,27.328646980341496,27.400135641586385,0.07148866124488862,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,3.4000000000000004,27.43339223046444,27.504130215922928,0.07073798545848575,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,3.5,27.534030360583934,27.60396500728601,0.06993464670207672,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,3.6,27.630722413178784,27.69980640699457,0.06908399381578434,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,3.7,27.723623116161875,27.791814150714785,0.06819103455291042,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,3.8000000000000003,27.81288113047785,27.880141584686193,0.06726045420834126,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,3.9000000000000004,27.898639287992353,27.964935921298746,0.06629663330639346,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,4.0,27.981034820053445,28.046338484446796,0.06530366439335111,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,4.1000000000000005,28.060199577091083,28.124484945068925,0.0642853679778419,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,4.2,28.1362602396059,28.199505547266167,0.06324530766026726,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,4.3,28.20933852088507,28.27152532537552,0.062186804490451664,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,4.4,28.279551361769496,28.3406643123605,0.06111295059100286,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,4.5,28.347011117784135,28.40703773986608,0.060026622081945646,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,4.6000000000000005,28.411825738930794,28.470756230271437,0.05893049134064299,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,4.7,28.474098942431162,28.53192598106058,0.05782703862941929,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,4.800000000000001,28.5339303786965,28.59064894181816,0.05671856312165957,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,4.9,28.59141579078955,28.647022984145433,0.0556071933558826,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,5.0,28.646647167633873,28.701142064779617,0.0544948971457444,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,5.1000000000000005,28.699712891215743,28.75309638218843,0.05338349097268846,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,5.2,28.750697878014176,28.802972526900895,0.05227464888671918,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,5.300000000000001,28.799683714885433,28.850853625824858,0.05116991093942502,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,5.4,28.846748789619376,28.896819480791862,0.05007069117248619,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,5.5,28.89196841637666,28.940946701560186,0.04897828518352654,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,5.6000000000000005,28.935414956207474,28.98330883349778,0.047893877290306364,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,5.7,28.977157932844626,29.02397648015787,0.04681854731324364,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,5.800000000000001,29.017264143956385,29.063017420951557,0.04575327699517118,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,5.9,29.055797768036978,29.100496724113494,0.04469895607651608,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,6.0,29.092820467105874,29.136476855148956,0.04365638804308247,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,6.1000000000000005,29.128391485380188,29.171017780942996,0.04262629556280828,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,6.2,29.16256774407804,29.204177069705278,0.04160932562723829,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,6.300000000000001,29.195403932504675,29.236009986917068,0.04060605441239318,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,6.4,29.226952595567003,29.266569587440387,0.03961699187338397,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,6.5,29.25726421785666,29.29590680394277,0.03864258608610882,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,6.6000000000000005,29.28638730443614,29.32407053178506,0.03768322734892138,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,6.7,29.31436845845722,29.35110771051366,0.03673925205643869,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,6.800000000000001,29.341252455735972,29.377063402093114,0.03581094635714166,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,6.9,29.367082316403593,29.40198086600939,0.03489854960579564,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,7.0,29.39189937374782,29.425901631369012,0.03400225762119291,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,7.1000000000000005,29.415743340354993,29.44886556611425,0.03312222575925716,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,7.2,29.438652371658662,29.47091094346968,0.03225857181101688,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,7.300000000000001,29.46066312699644,29.49207450573089,0.031411378734450324,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,7.4,29.481810828272742,29.512391525501656,0.030580697228913323,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
input_loss_balance,7.5,29.502129316321362,29.53189586448159,0.029766548160228723,12.0,0.4,30.0,20.0,analytical_vs_explicit_euler,Assumes constant input and proportional loss.
