"scenario","time","analytical_state","euler_state","absolute_error","input_rate","loss_rate","equilibrium","initial_state","method","warning"
"input_loss_balance",0,20,20,0,12,0.4,30,20,"analytical_vs_explicit_euler","Assumes constant input and proportional loss."
"input_loss_balance",0.1,20.3921056084768,20.4,0.00789439152323013,12,0.4,30,20,"analytical_vs_explicit_euler","Assumes constant input and proportional loss."
"input_loss_balance",0.2,20.7688365361336,20.784,0.015163463866358,12,0.4,30,20,"analytical_vs_explicit_euler","Assumes constant input and proportional loss."
"input_loss_balance",0.3,21.1307956328284,21.15264,0.0218443671715747,12,0.4,30,20,"analytical_vs_explicit_euler","Assumes constant input and proportional loss."
"input_loss_balance",0.4,21.4785621103379,21.5065344,0.0279722896621131,12,0.4,30,20,"analytical_vs_explicit_euler","Assumes constant input and proportional loss."
"input_loss_balance",0.5,21.8126924692202,21.846273024,0.0335805547798174,12,0.4,30,20,"analytical_vs_explicit_euler","Assumes constant input and proportional loss."
"input_loss_balance",0.6,22.1337213893345,22.17242210304,0.0387007137055306,12,0.4,30,20,"analytical_vs_explicit_euler","Assumes constant input and proportional loss."
"input_loss_balance",0.7,22.4421625854427,22.4855252189184,0.0433626334756525,12,0.4,30,20,"analytical_vs_explicit_euler","Assumes constant input and proportional loss."
"input_loss_balance",0.8,22.7385096292631,22.7861042101617,0.0475945808985685,12,0.4,30,20,"analytical_vs_explicit_euler","Assumes constant input and proportional loss."
"input_loss_balance",0.9,23.0232367392897,23.0746600417552,0.0514233024655049,12,0.4,30,20,"analytical_vs_explicit_euler","Assumes constant input and proportional loss."
"input_loss_balance",1,23.2967995396436,23.351673640085,0.0548741004413777,12,0.4,30,20,"analytical_vs_explicit_euler","Assumes constant input and proportional loss."
"input_loss_balance",1.1,23.5596357891686,23.6176066944816,0.0579709053129989,12,0.4,30,20,"analytical_vs_explicit_euler","Assumes constant input and proportional loss."
"input_loss_balance",1.2,23.8121660819386,23.8729024267023,0.0607363447637326,12,0.4,30,20,"analytical_vs_explicit_euler","Assumes constant input and proportional loss."
"input_loss_balance",1.3,24.0547945202981,24.1179863296342,0.0631918093361747,12,0.4,30,20,"analytical_vs_explicit_euler","Assumes constant input and proportional loss."
"input_loss_balance",1.4,24.2879093615119,24.3532668764489,0.0653575149370127,12,0.4,30,20,"analytical_vs_explicit_euler","Assumes constant input and proportional loss."
"input_loss_balance",1.5,24.5118836390597,24.5791362013909,0.0672525623311735,12,0.4,30,20,"analytical_vs_explicit_euler","Assumes constant input and proportional loss."
"input_loss_balance",1.6,24.7270757595695,24.7959707533353,0.0688949937657561,12,0.4,30,20,"analytical_vs_explicit_euler","Assumes constant input and proportional loss."
"input_loss_balance",1.7,24.9338300763441,25.0041319232019,0.0703018468577561,12,0.4,30,20,"analytical_vs_explicit_euler","Assumes constant input and proportional loss."
"input_loss_balance",1.8,25.1324774404003,25.2039666462738,0.0714892058735046,12,0.4,30,20,"analytical_vs_explicit_euler","Assumes constant input and proportional loss."
"input_loss_balance",1.9,25.3233357299009,25.3958079804228,0.0724722505219297,12,0.4,30,20,"analytical_vs_explicit_euler","Assumes constant input and proportional loss."
