function_name,x0,h,forward,backward,central,one_sided_gap,kink_flag
smooth_exp_response,5.000000,1.000000,0.601835094278,0.492740899967,0.547287997122,0.109094194311,false
smooth_exp_response,5.000000,0.500000,0.571768390975,0.517357434604,0.544562912789,0.054410956371,false
smooth_exp_response,5.000000,0.250000,0.557477158416,0.530288676573,0.543882917495,0.027188481844,false
smooth_exp_response,5.000000,0.125000,0.550509056854,0.536916939812,0.543712998333,0.013592117043,false
smooth_exp_response,5.000000,0.062500,0.547068420049,0.540272626992,0.543670523520,0.006795793057,false
kink_abs_response,0.000000,1.000000,1.000000000000,-1.000000000000,0.000000000000,2.000000000000,true
kink_abs_response,0.000000,0.500000,1.000000000000,-1.000000000000,0.000000000000,2.000000000000,true
kink_abs_response,0.000000,0.250000,1.000000000000,-1.000000000000,0.000000000000,2.000000000000,true
kink_abs_response,0.000000,0.125000,1.000000000000,-1.000000000000,0.000000000000,2.000000000000,true
kink_abs_response,0.000000,0.062500,1.000000000000,-1.000000000000,0.000000000000,2.000000000000,true
