function_name,x0,h,forward,backward,central,one_sided_gap,kink_flag
smooth_exp_response,5.0,1.0,0.601835094277503,0.4927408999665772,0.5472879971220401,0.10909419431092582,False
smooth_exp_response,5.0,0.5,0.5717683909747766,0.5173574346041905,0.5445629127894835,0.05441095637058613,False
smooth_exp_response,5.0,0.25,0.557477158416475,0.5302886765727948,0.5438829174946349,0.02718848184368028,False
smooth_exp_response,5.0,0.125,0.5505090568544482,0.5369169398115048,0.5437129983329765,0.013592117042943386,False
smooth_exp_response,5.0,0.0625,0.5470684200489444,0.5402726269915945,0.5436705235202695,0.006795793057349897,False
smooth_exp_response,5.0,0.03125,0.5453588368013556,0.5419609734550335,0.5436599051281945,0.003397863346322083,False
kink_abs_response,0.0,1.0,1.0,-1.0,0.0,2.0,True
kink_abs_response,0.0,0.5,1.0,-1.0,0.0,2.0,True
kink_abs_response,0.0,0.25,1.0,-1.0,0.0,2.0,True
kink_abs_response,0.0,0.125,1.0,-1.0,0.0,2.0,True
kink_abs_response,0.0,0.0625,1.0,-1.0,0.0,2.0,True
kink_abs_response,0.0,0.03125,1.0,-1.0,0.0,2.0,True
