scenario,time,prey,predator,prey_rate,predator_rate,alpha,beta,delta,gamma,method,warning
predator_prey_coupled_system,0.0,40.0,9.0,10.0,2.7,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.01,40.1,9.027,9.970865,2.726154,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.02,40.19970865,9.054261539999999,9.940862257554983,2.752442748978006,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.03,40.29911727257555,9.081785967489779,9.909984203387804,2.778866171221143,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.04,40.39821711460943,9.10957462920199,9.87822329561461,2.805424159243799,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.05,40.49699934756558,9.137628870794428,9.845572022352986,2.8321165729799525,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.06,40.5954550677891,9.165950036524228,9.81202290438641,2.8589432389642697,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.07,40.69357529683297,9.19453946891387,9.777568497885614,2.8859039495020484,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.08,40.791350981811824,9.223398508408891,9.742201397186939,2.9129984618280895,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.09,40.8887729957837,9.252528493027173,9.70591423762815,2.940226497254587,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.1,40.98583213815998,9.281930757999719,9.668699698441959,2.96758774030815,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.11,41.082519135144395,9.3116066354028,9.630550505707422,2.995081837856061,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.12,41.17882464020147,9.34155745378136,9.591459435359546,3.022708398221912,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.13,41.274739234555064,9.37178453776358,9.551419316257196,3.050466990290748,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.14,41.370253427717635,9.402289207666486,9.510423033309493,3.0783571426038963,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.15,41.46535765805073,9.433072779092525,9.468463530660802,3.1063783424436195,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.16,41.560042293357334,9.464136562516961,9.425533814934411,3.134530034907808,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.17,41.65429763150668,9.49548186286604,9.381626958534898,3.1628116219748907,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.18,41.748113901092026,9.527109979085788,9.336736103009219,3.1912224615591853,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.19,41.841481262122116,9.55902220370138,9.290854462466452,3.2197618665569205,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.2,41.93438980674678,9.591219822366948,9.24397532705613,3.2484291038831703,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.21,42.02682956001734,9.62370411340578,9.196092066505006,3.27722339349996,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.22,42.11879048068239,9.65647634734078,9.147198133712095,3.3061439074358416,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.23,42.210262462019514,9.689537786415139,9.097287068401727,3.3351897687972025,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.24,42.301235332703534,9.72288968410311,9.04635250083441,3.364360050771668,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.25,42.39169885771188,9.756533284610827,8.994388155575077,3.393653775623881,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.26,42.48164273926763,9.790469822367065,8.941387855318403,3.4230699136840403,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.27,42.57105661782081,9.824700521503905,8.887345524770744,3.4526073823295738,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.28,42.659930073068516,9.8592265953272,8.832255194588168,3.4822650449603163,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.29,42.748252625014395,9.894049245776804,8.776111005370076,3.5120417099675967,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.3,42.83601373506809,9.92916966287648,8.718907211707744,3.541936129697727,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.31,42.92320280718517,9.964589024173458,8.66063818628718,3.5719469994102466,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.32,43.00980918904804,10.00030849416756,8.60129842404547,3.602072956231482,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.33,43.0958221732885,10.036329223729876,8.54088254637988,3.632312578103887,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.34,43.1812309987523,10.072652349510914,8.479385305408812,3.662664382731661,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.35000000000000003,43.266024851806385,10.109278993338231,8.416801588283658,3.6931268265232076,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.36,43.35019286768922,10.146210261603462,8.35312642155057,3.7236983035310223,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.37,43.43372413190473,10.183447244638772,8.28835497556102,3.7543771443895304,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.38,43.51660768166034,10.220991016082667,8.222482568930019,3.7851616152515533,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.39,43.59883250734964,10.258842632235183,8.155504673040763,3.816049916724003,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.4,43.68038755408005,10.297003131402423,8.087416916594346,3.847040182803463,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.41000000000000003,43.761261723245994,10.335473533230457,8.018215090203192,3.8781304798123726,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.42,43.84144387414803,10.37425483802858,7.947895151026685,3.9093188053364827,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.43,43.920922825658295,10.413348026081945,7.876453227447495,3.9406030871643516,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
predator_prey_coupled_system,0.44,43.99968735793277,10.452754056953587,7.803885623786876,3.971981182229632,0.7,0.05,0.02,0.5,explicit_euler,Predator-prey terms are illustrative and assume continuous well-mixed interaction.
