scenario,time,position,velocity,acceleration,damping_ratio,natural_frequency,forcing,method,warning
underdamped_unforced,0.0,1.0,0.0,-1.0,0.2,1.0,0.0,explicit_euler_first_order_system,Explicit Euler is transparent but can distort oscillatory systems if the step size is too large.
underdamped_unforced,0.02,0.9996,-0.02,-0.9916,0.2,1.0,0.0,explicit_euler_first_order_system,Explicit Euler is transparent but can distort oscillatory systems if the step size is too large.
underdamped_unforced,0.04,0.99880336,-0.039832000000000006,-0.9828705600000001,0.2,1.0,0.0,explicit_euler_first_order_system,Explicit Euler is transparent but can distort oscillatory systems if the step size is too large.
underdamped_unforced,0.06,0.9976135717760001,-0.05948941120000001,-0.9738178072960001,0.2,1.0,0.0,explicit_euler_first_order_system,Explicit Euler is transparent but can distort oscillatory systems if the step size is too large.
underdamped_unforced,0.08,0.9960342564290817,-0.07896576734592001,-0.9644479494907137,0.2,1.0,0.0,explicit_euler_first_order_system,Explicit Euler is transparent but can distort oscillatory systems if the step size is too large.
underdamped_unforced,0.1,0.994069161902367,-0.09825472633573429,-0.9547672713680734,0.2,1.0,0.0,explicit_euler_first_order_system,Explicit Euler is transparent but can distort oscillatory systems if the step size is too large.
underdamped_unforced,0.12,0.9917221604671052,-0.11735007176309575,-0.9447821317618669,0.2,1.0,0.0,explicit_euler_first_order_system,Explicit Euler is transparent but can distort oscillatory systems if the step size is too large.
underdamped_unforced,0.14,0.9889972461791385,-0.1362457143983331,-0.9344989604198053,0.2,1.0,0.0,explicit_euler_first_order_system,Explicit Euler is transparent but can distort oscillatory systems if the step size is too large.
underdamped_unforced,0.16,0.985898532307004,-0.1549356936067292,-0.9239242548643123,0.2,1.0,0.0,explicit_euler_first_order_system,Explicit Euler is transparent but can distort oscillatory systems if the step size is too large.
underdamped_unforced,0.18,0.9824302487329236,-0.17341417870401546,-0.9130645772513174,0.2,1.0,0.0,explicit_euler_first_order_system,Explicit Euler is transparent but can distort oscillatory systems if the step size is too large.
underdamped_unforced,0.2,0.9785967393279428,-0.1916754702490418,-0.9019265512283261,0.2,1.0,0.0,explicit_euler_first_order_system,Explicit Euler is transparent but can distort oscillatory systems if the step size is too large.
underdamped_unforced,0.22,0.9744024593024706,-0.2097140012736083,-0.8905168587930272,0.2,1.0,0.0,explicit_euler_first_order_system,Explicit Euler is transparent but can distort oscillatory systems if the step size is too large.
underdamped_unforced,0.24,0.9698519725334812,-0.22752433844946884,-0.8788422371536937,0.2,1.0,0.0,explicit_euler_first_order_system,Explicit Euler is transparent but can distort oscillatory systems if the step size is too large.
underdamped_unforced,0.26,0.9649499488696304,-0.2451011831925427,-0.8669094755926132,0.2,1.0,0.0,explicit_euler_first_order_system,Explicit Euler is transparent but can distort oscillatory systems if the step size is too large.
underdamped_unforced,0.28,0.9597011614155425,-0.262439372704395,-0.8547254123337845,0.2,1.0,0.0,explicit_euler_first_order_system,Explicit Euler is transparent but can distort oscillatory systems if the step size is too large.
underdamped_unforced,0.3,0.9541104837965211,-0.2795338809510707,-0.8422969314160929,0.2,1.0,0.0,explicit_euler_first_order_system,Explicit Euler is transparent but can distort oscillatory systems if the step size is too large.
underdamped_unforced,0.32,0.9481828874049333,-0.2963798195793925,-0.8296309595731762,0.2,1.0,0.0,explicit_euler_first_order_system,Explicit Euler is transparent but can distort oscillatory systems if the step size is too large.
underdamped_unforced,0.34,0.9419234386295161,-0.31297243877085607,-0.8167344631211737,0.2,1.0,0.0,explicit_euler_first_order_system,Explicit Euler is transparent but can distort oscillatory systems if the step size is too large.
