step,x_reference,x_perturbed,absolute_difference,log_difference,warning
0,0.200000000000,0.200000010000,9.99999999474e-09,-18.420680744479,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
1,0.624000000000,0.624000023400,2.33999994936e-08,-17.570529836222,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
2,0.915033600000,0.915033577368,2.26324815555e-08,-17.603879725534,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
3,0.303213732397,0.303213805664,7.32672722492e-08,-16.429151818221,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
4,0.823973143043,0.823973255504,1.1246032483e-07,-16.000665345679,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
5,0.565661470088,0.565661185902,2.84186223554e-07,-15.073636096935,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
6,0.958185428249,0.958185573797,1.45548349817e-07,-15.742757504387,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
7,0.156257842027,0.156257321860,5.20167519946e-07,-14.469114923509,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
8,0.514181182445,0.514179787777,1.39466840055e-06,-13.482853876650,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
9,0.974215686851,0.974215841113,1.54261181051e-07,-15.684618690232,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
10,0.097965981142,0.097965410548,5.70594053825e-07,-14.376587819137,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
11,0.344637725955,0.344635936648,1.78930739042e-06,-13.233681945715,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
12,0.880863998834,0.880861830493,2.16834123445e-06,-13.041548090806,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
13,0.409276196129,0.409282637687,6.44155794782e-06,-11.952740129742,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
14,0.942899846504,0.942904404683,4.55817876599e-06,-12.298587407640,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
15,0.209974931271,0.209959184420,1.57468511015e-05,-11.058870142746,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
16,0.646953292084,0.646917668660,3.56234233262e-05,-10.242507177865,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
17,0.890778446788,0.890819274678,4.08278895877e-05,-10.106145141755,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
18,0.379439601550,0.379315148707,0.000124452843349,-8.991583682094,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
19,0.918314242270,0.918197150006,0.000117092263372,-9.052548358097,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
20,0.292551459386,0.292933460534,0.000382001147807,-7.870086944631,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
21,0.807163901689,0.807781448110,0.000617546421859,-7.389756315188,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
22,0.607036316248,0.605555262776,0.00148105347159,-6.515001639291,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
23,0.930318585316,0.931546537351,0.00122795203496,-6.702407509497,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
24,0.252821069013,0.248693585792,0.00412748322184,-5.490087447147,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
25,0.736720046698,0.728695836093,0.00802421060465,-4.825291981827,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
26,0.756458116017,0.771023036760,0.0145649207428,-4.229139330205,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
27,0.718494015443,0.688531402828,0.0299626126157,-3.507804920674,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
28,0.788815424340,0.836378049576,0.0475626252364,-3.045708010273,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
29,0.649684037587,0.533714250276,0.11596978731,-2.154425576020,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
30,0.887619286678,0.970567062380,0.0829477757028,-2.489544077620,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
31,0.389030025523,0.111409895231,0.277620130292,-1.281501537517,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
32,0.926974092582,0.386091148854,0.540882943728,-0.614552393736,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
33,0.264003184630,0.924396617159,0.66039343253,-0.414919511671,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
34,0.757791462227,0.272561294241,0.485230167986,-0.723131927453,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
35,0.715819891812,0.773259376979,0.0574394851664,-2.857023317262,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
36,0.793344919763,0.683784320284,0.109560599479,-2.211277462905,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
37,0.639400156392,0.843270962109,0.203870805717,-1.590268791067,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
38,0.899213625952,0.515443681633,0.383769944319,-0.957712009264,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
39,0.353451075332,0.974069821521,0.620618746189,-0.477038320868,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
40,0.891241309446,0.098505436861,0.792735872586,-0.232265186491,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
41,0.378027927352,0.346328251502,0.03169967585,-3.451448823702,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
42,0.916978972627,0.882901475483,0.0340774971435,-3.379118020343,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
43,0.296901291911,0.403207194284,0.106305902374,-2.241434469552,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
44,0.814128567612,0.938461495771,0.124332928158,-2.084792406793,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
45,0.590160647738,0.225230915233,0.364929732505,-1.008050457619,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
46,0.943297124638,0.680557605220,0.262739519418,-1.336592158061,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
47,0.208601871222,0.847855909668,0.639254038446,-0.447453347355,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
48,0.643839809124,0.503085437824,0.1407543713,-1.960738955248,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
49,0.894309426313,0.974962872286,0.0806534459733,-2.517593747819,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
50,0.368628297650,0.095200052803,0.273428244848,-1.296716050418,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
51,0.907691755705,0.335934310722,0.571757444983,-0.559040424768,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
52,0.326770986088,0.870021553447,0.543250567359,-0.610184615467,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
53,0.857967664082,0.441027794941,0.416939869141,-0.874813266283,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
54,0.475250690739,0.961436888219,0.48618619748,-0.721163606067,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
55,0.972611139595,0.144596392944,0.828014746651,-0.188724314790,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
56,0.103890971849,0.482384276758,0.378493304909,-0.971556894745,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
57,0.363080787487,0.973789776549,0.610708989062,-0.493134719585,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
58,0.901887204055,0.099540665786,0.802346538269,-0.220214671836,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
59,0.345098033346,0.349566054400,0.00446802105431,-5.410809685541,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
60,0.881420984834,0.886741549244,0.00532056440989,-5.236175889171,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
61,0.407620326080,0.391680798945,0.0159395271353,-4.138953271346,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
62,0.941717383801,0.929241107663,0.0124762761385,-4.383926346909,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
63,0.214054436107,0.256433078821,0.0423786427141,-3.161110753223,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
64,0.656117024511,0.743633104139,0.0875160796282,-2.435932735323,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
65,0.879947151165,0.743507351213,0.136439799952,-1.991871787628,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
66,0.411996633053,0.743746262630,0.331749629577,-1.103374722343,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
67,0.944796088883,0.743292261870,0.201503827014,-1.601946905152,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
68,0.203410113325,0.744154613726,0.540744500401,-0.614808384518,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
69,0.631934312575,0.742515245926,0.110580933351,-2.202007597605,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
70,0.907114014945,0.745626786424,0.16148722852,-1.823329219816,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
71,0.328606897459,0.739703178985,0.411096281525,-0.888927830302,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
72,0.860435177166,0.750915305340,0.109519871825,-2.211649268333,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
73,0.468337283940,0.729461887229,0.261124603289,-1.342757578343,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
74,0.971090142406,0.769654245006,0.2014358974,-1.602284075256,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
75,0.109488903140,0.691417693787,0.581928790647,-0.541407191577,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
76,0.380254224594,0.832101139371,0.451846914777,-0.794411840639,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
77,0.919077702163,0.544864449591,0.374213252571,-0.982929450025,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
78,0.290058130245,0.967150006535,0.67709187629,-0.389948304362,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
79,0.803105204163,0.123906398437,0.679198805726,-0.386841402340,Trajectory divergence depends on parameter value initial uncertainty numerical precision and iteration count.
