step,time,state,rate
0,0.0,10.0,5.4
1,0.05,10.27,5.5291626
2,0.1,10.54645813,5.660508203472941
3,0.15000000000000002,10.829483540173646,5.7940238416228365
4,0.2,11.119184732254787,5.929693224692825
5,0.25,11.415669393489429,6.06749658988495
6,0.30000000000000004,11.719044222983676,6.207410548788723
7,0.35000000000000003,12.029414750423113,6.349407934827685
8,0.4,12.346885147164498,6.493457651275071
9,0.45,12.671558029728251,6.639524520432328
10,0.5,13.003534255749868,6.787569134607158
11,0.55,13.342912712480226,6.9375477095709375
12,0.6000000000000001,13.689790097958772,7.089411941218242
13,0.65,14.044260695019684,7.2431088661937615
14,0.7000000000000001,14.406416138329373,7.398580727293322
15,0.75,14.77634517469404,7.555764844486201
16,0.8,15.15413341691835,7.714593492444442
17,0.8500000000000001,15.539863091540573,7.874993785501394
18,0.9,15.933612780815643,8.036887570995557
19,0.9500000000000001,16.335457159365422,8.200191331986476
20,1.0,16.745466725964747,8.364816100356492
21,1.05,17.16370753098257,8.530667381334895
22,1.1,17.590240900049317,8.697645090498984
23,1.1500000000000001,18.025123154574267,8.865643504319143
24,1.2000000000000002,18.468405329790222,9.03455122532159
25,1.25,18.9201328910563,9.204251162942398
26,1.3,19.38034544920342,9.374620531139294
27,1.35,19.849076475760388,9.545530863812726
28,1.4000000000000001,20.326353018951025,9.716848049064497
29,1.4500000000000002,20.81219542140425,9.88843238329023
30,1.5,21.306617040568764,10.060138646060526
31,1.55,21.80962397287179,10.23181619669469
32,1.6,22.321214782706527,10.403309093369618
33,1.6500000000000001,22.841380237375006,10.57445623553493
34,1.7000000000000002,23.37010304915175,10.74509153032322
35,1.75,23.907357625667913,10.915044083551258
36,1.8,24.453109829845477,11.084138415804372
37,1.85,25.007316750635695,11.252194703981669
38,1.9000000000000001,25.569926485834777,11.419029048554897
39,1.9500000000000002,26.140877938262523,11.584453766658672
40,2.0,26.720100626595457,11.74827771098495
41,2.0500000000000003,27.307514512144703,11.91030661430086
42,2.1,27.903029842859745,12.070343459246715
43,2.15,28.50654701582208,12.2281888729016
44,2.2,29.11795645946716,12.383641545427745
45,2.25,29.737138536738545,12.536498671924045
46,2.3000000000000003,30.36396347033475,12.686556416433913
47,2.35,30.998291291156445,12.833610396865552
48,2.4000000000000004,31.63997181099972,12.97745618939469
49,2.45,32.288844620469455,13.117889850732757
50,2.5,32.944739113006094,13.254708456459456
51,2.5500000000000003,33.60747453582907,13.387710653439047
52,2.6,34.27686006850102,13.516697224167013
53,2.6500000000000004,34.952694929709374,13.641471660729637
54,2.7,35.63476851274586,13.761840745905614
55,2.75,36.32286055004114,13.877615138798273
56,2.8000000000000003,37.016741306981054,13.988609962260888
57,2.85,37.7161718050941,14.094645389268209
58,2.9000000000000004,38.42090407455751,14.195547225296405
59,2.95,39.13068143582233,14.291147483702536
60,3.0,39.84523881000746,14.381284951045327
61,3.0500000000000003,40.56430305755973,14.465805739262539
62,3.1,41.287593344522854,14.544563821617583
63,3.1500000000000004,42.01482153560373,14.617421549350452
64,3.2,42.745692613071256,14.684250146015705
65,3.25,43.47990512037204,14.744930176563896
66,3.3000000000000003,44.21715162920023,14.79935198832203
67,3.35,44.957119228616335,14.847416121153653
68,3.4000000000000004,45.69949003467402,14.889033684228792
69,3.45,46.44394171888546,14.9241266970079
70,3.5,47.190148053735854,14.952628392240456
71,3.5500000000000003,47.937779473347874,14.974483478996726
72,3.6,48.68650364729771,14.989648363988625
73,3.6500000000000004,49.43598606549715,14.998091329690117
74,3.7,50.18589063198165,14.99979266803765
75,3.75,50.93588026538353,14.994744768773195
76,3.8000000000000003,51.68561750382219,14.98295216178485
77,3.85,52.43476511191144,14.964431513098912
78,3.9000000000000004,53.182986687566384,14.939211574480652
79,3.95,53.92994726629042,14.907333086905055
80,4.0,54.67531392063567,14.86884863846106
81,4.05,55.418756352558724,14.823822477549626
82,4.1000000000000005,56.1599474764362,14.772330282525283
83,4.15,56.898563990562465,14.71445888920869
84,4.2,57.6342869350229,14.65030597796243
85,4.25,58.36680223392102,14.579979722270725
86,4.3,59.09580122003456,14.503598400993706
87,4.3500000000000005,59.82098114008424,14.421289976676658
88,4.4,60.542045638918076,14.33319164248181
89,4.45,61.25870522104216,14.239449340474067
90,4.5,61.97067768806587,14.140217254130652
91,4.55,62.6776885507724,14.035657278057684
92,4.6000000000000005,63.37947141467529,13.925938467983324
93,4.65,64.07576833807445,13.811236474157164
94,4.7,64.7663301617823,13.691732961319428
95,4.75,65.45091680984828,13.567615018410885
96,4.800000000000001,66.12929756076882,13.439074561177062
97,4.8500000000000005,66.80125128882767,13.306307730778
98,4.9,67.46656667536658,13.169514291449842
99,4.95,68.12504238993907,13.028897030177468
100,5.0,68.77648724144794,12.884661161230456
