scenario,model_type,time,state,rate,growth_rate,carrying_capacity,method,warning
exponential_growth,dx_dt_equals_r_x,0.0,10.0,3.5,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,0.1,10.35,3.6224999999999996,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,0.2,10.71225,3.7492874999999994,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,0.30000000000000004,11.08717875,3.8805125624999994,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,0.4,11.47523000625,4.0163305021874995,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,0.5,11.87686305646875,4.156902069764063,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,0.6000000000000001,12.292553263445155,4.3023936422058044,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,0.7000000000000001,12.722792627665736,4.452977419683007,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,0.8,13.168090369634037,4.608831629371912,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,0.9,13.628973532571228,4.77014073639993,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,1.0,14.10598760621122,4.937095662173927,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,1.1,14.599697172428613,5.109894010350014,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,1.2000000000000002,15.110686573463614,5.288740300712265,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,1.3,15.63956060353484,5.473846211237193,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,1.4000000000000001,16.186945224658558,5.665430828630495,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,1.5,16.753488307521607,5.863720907632562,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,1.6,17.339860398284863,6.068951139399702,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,1.7000000000000002,17.946755512224833,6.281364429278691,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,1.8,18.5748919551527,6.501212184303445,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,1.9000000000000001,19.225013173583047,6.728754610754066,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,2.0,19.897888634658454,6.964261022130459,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,2.1,20.5943147368715,7.208010157905024,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,2.2,21.315115752662003,7.4602905134317,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,2.3000000000000003,22.061144804005174,7.721400681401811,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,2.4000000000000004,22.833284872145356,7.991649705250874,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,2.5,23.632449842670443,8.271357444934655,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,2.6,24.459585587163907,8.560854955507367,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,2.7,25.315671082714644,8.860484878950125,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,2.8000000000000003,26.201719570609658,9.17060184971338,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,2.9000000000000004,27.118779755580995,9.491572914453348,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
exponential_growth,dx_dt_equals_r_x,3.0,28.06793704702633,9.823777966459215,0.35,,explicit_euler,Exponential growth assumes no capacity constraint.
