scenario,time,value,growth_rate,carrying_capacity,warning
low_growth,0.0,10.0,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,0.25,10.412352767636278,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,0.5,10.839661105034716,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,0.75,11.282297148518854,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,1.0,11.740628060470117,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,1.25,12.215014595804965,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,1.5,12.705809578616757,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,1.75,13.213356290032301,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,2.0,13.73798676920948,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,2.25,14.280020030365451,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,2.5,14.839760199773366,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,2.75,15.417494577795487,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,3.0,16.01349163222714,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,3.25,16.627998930501168,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,3.5,17.26124101963693,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,3.75,17.913417264198937,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,4.0,18.584699653942934,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,4.25,19.275230594254175,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,4.5,19.98512069390321,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,4.75,20.71444656603612,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,5.0,21.463248659653015,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,5.25,22.231529140083328,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,5.5,23.01924983810952,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,5.75,23.82633028839095,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,6.0,24.652645878665236,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,6.25,25.49802613182322,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,6.5,26.362253143333753,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,6.75,27.24506019660605,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,7.0,28.146130578691807,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,7.25,29.0650966182223,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,7.5,30.001538966626008,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,7.75,30.954986142465522,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,8.0,31.924914357158247,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,8.25,32.910747638402796,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,8.5,33.911858265326025,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,8.75,34.9275675267102,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,9.0,35.95714681067674,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,9.25,36.999819030925124,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,9.5,38.05476039109289,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,9.75,39.1211024850639,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,10.0,40.197934727163585,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,10.25,41.28430710220525,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,10.5,42.379233221358525,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,10.75,43.481693665873216,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,11.0,44.5906395968822,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,11.25,45.704996605902146,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,11.5,46.82366877732212,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,11.75,47.94554293118778,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,12.0,49.06949301201602,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,12.25,50.194384587266555,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,12.5,51.31907941750047,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,12.75,52.442440059205,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,13.0,53.56333446078415,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,13.25,54.680640512314824,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,13.5,55.79325051034748,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,13.75,56.900075500272834,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,14.0,58.00004946055374,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,14.25,59.09213329539676,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,14.5,60.17531860515797,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,14.75,61.24863120688808,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,15.0,62.31113438085357,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,15.25,63.361931822554745,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,15.5,64.40017028362391,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,15.75,65.42504188895238,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,16.0,66.43578612138924,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,16.25,67.43169146930788,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,16.5,68.41209673617888,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,16.75,69.37639201496236,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,17.0,70.3240193335819,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,17.25,71.25447298092266,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,17.5,72.16729952566905,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,17.75,73.06209754283458,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,18.0,73.93851706501853,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,18.25,74.79625877724006,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,18.5,75.63507297564625,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,18.75,76.45475831147351,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,19.0,77.25516034237008,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,19.25,78.03616991358155,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,19.5,78.79772139158044,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,19.75,79.53979077251392,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
low_growth,20.0,80.26239368737704,0.18,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
baseline,0.0,10.0,0.35,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
baseline,0.25,10.815523052523744,0.35,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
baseline,0.5,11.688916068680133,0.35,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
baseline,0.75,12.622856241216223,0.35,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
baseline,1.0,13.619909286266738,0.35,100.0,"Trajectory visualization depends on equation, initial condition, parameters, time horizon, axis scale, and scenario selection."
